Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.113,muertes.121,muertes.total
427,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,2,,1,,,,,2,,3,2,1,,,,,,,1,,1,1,1,1,,2,,,1,2,,,,1,3,1,1,,,1,,1,1,,1,1,3,,1,1,,,1,,,,,,,1,,1,,,,,,,,,,,,44
428,1,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,1,,1,,,1,,1,1,,1,,1,,1,,,,,1,1,,,,1,,,2,,,1,1,4,3,1,1,1,,,,2,,,3,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,40
429,3,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,2,1,4,,,2,1,1,,3,2,1,2,,3,,1,1,1,,,1,1,2,2,1,,1,,1,,2,,1,3,2,1,2,,4,3,1,3,2,3,3,2,,3,1,3,3,1,2,8,3,3,3,1,4,,1,1,1,1,,,,,,,,1,,,,,,,,,,114
430,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,2,,,1,,,1,1,,,,,,1,2,3,2,,2,,,,2,,,,1,,2,2,1,,2,,4,,,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,39
431,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,1,,1,,2,,,,1,,,,,,1,,,,2,1,,2,,1,2,,,,2,2,1,1,,4,,,,,,,,,,,,,,,,,,,31
432,2,,,,,,,,,,1,,1,,,,,,1,,1,,1,,1,,1,1,,1,1,2,,2,1,,2,,2,1,2,,,1,,1,1,,2,,2,,,1,1,1,1,1,2,,2,,,2,1,1,2,1,,,5,1,3,,2,3,2,1,5,1,4,2,,5,6,1,3,,2,2,1,2,3,,1,,,1,,1,,1,,,,,,,,,,,105
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,2,,2,2,1,,,1,,1,,,,,,1,,,2,,1,2,2,2,2,,4,,1,2,,,2,2,1,2,2,,1,2,,1,,,1,1,,1,1,,1,,,,,,,,,,,,,,49
434,1,,,,,,,,,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,,1,1,1,,2,,,,,,,1,,,2,,1,2,,,,1,3,1,,1,,2,1,1,,,1,,1,2,,2,2,2,,3,2,1,1,2,,2,,,2,2,1,,,2,,,,1,,,,,,,,,,,,,,,,,,55
435,3,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,1,,,,,1,1,1,,,,,,,,,,1,,2,,1,1,,1,3,1,1,1,,3,,2,2,3,4,5,1,3,3,1,3,4,1,3,3,1,2,5,2,3,4,1,2,1,2,2,1,3,4,3,2,1,2,1,1,1,,,,1,,,,,,,,,,,,,,,109
440,23,4,3,2,1,1,,,1,1,1,,,1,3,,,,1,3,3,,1,1,3,6,3,3,2,,4,6,2,2,5,1,8,2,2,4,2,2,3,3,5,1,8,7,9,8,8,10,7,5,9,9,14,8,8,7,13,14,6,21,14,19,14,9,12,12,24,22,22,15,21,16,19,18,13,21,26,21,12,15,15,17,17,11,18,19,11,10,9,7,10,6,4,4,5,2,4,,1,,,,,,,,,1,806
441,3,,,,,,,1,1,,,,,,,,,1,,,1,,,,1,,,,,,1,1,,,,,1,,,1,,2,3,,1,1,1,2,1,,,2,2,4,1,4,1,1,3,1,,1,,1,2,3,3,1,1,3,4,4,4,3,4,3,3,2,2,3,6,3,2,5,3,3,2,3,3,,3,3,2,,,,1,,,,,,,,,,,,,,,,128
442,1,,,,,,1,,,1,,,,,1,,,,,,,1,,,,,1,1,,,,,,1,1,,,,,,,,,,,1,,,,,1,,,1,1,,2,1,1,3,1,,,1,,,,2,,2,3,,1,,,1,2,,2,4,4,4,4,2,3,,2,2,2,2,2,1,2,,,,1,,,1,,,,,,,,,,,,,71
443,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,2,,1,,,,,,,1,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
444,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,2,,,1,2,,1,,,,1,,2,1,2,,,,2,,1,1,1,2,1,,1,1,,1,1,1,1,3,1,6,2,1,2,,1,1,5,4,2,,1,1,3,3,3,,3,1,3,,2,1,,,1,,,,1,,,,,,,,,,,,,82
445,4,1,,,,,,,,,2,,,1,,,,1,1,,,,1,1,1,,,,3,,,,,,,,,,1,1,3,,,1,,2,2,1,1,,,,,,,1,1,3,1,2,1,1,2,,1,2,,3,3,,4,1,2,4,5,1,5,2,5,2,2,2,4,1,1,4,2,2,3,1,1,,1,,,2,,,1,,,,1,,,,,,,,,,108
446,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,1,1,,,,,,,1,,,,,,,,1,,1,,,1,1,2,1,3,2,,1,1,,,1,,,1,1,,,,,,,,,,,,,,25
447,8,,,,,,,,1,,,1,,,,1,,1,,,,1,,,,,,,,1,,,1,2,,1,1,2,,1,,1,3,1,,,1,,,1,1,4,1,2,,1,3,2,2,2,3,4,1,3,2,4,2,6,3,2,4,6,5,8,4,6,7,4,4,3,6,4,6,5,3,5,,3,4,4,6,4,4,3,1,,1,,1,,,1,1,,,,,,,,,,190
448,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,2,1,,,,,,,,1,,,,1,,3,,3,,2,1,2,1,3,2,1,1,,2,3,,2,2,2,,1,1,,2,1,,3,1,,,1,,,,,,,,,,,,,,,,,,,54
449,7,1,,,,,,,,,,,1,1,,2,,,,,,,1,,,,1,1,,1,,2,,1,,,,2,,,1,2,1,2,,,1,2,1,,1,1,4,,1,3,1,,4,2,4,1,1,1,3,3,2,3,4,4,6,2,4,1,3,3,2,3,5,5,1,2,5,3,6,1,3,4,2,2,1,4,1,1,2,2,1,,,,,,,,,,,,,,,,149
450,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,3,,4,1,,,,,,3,1,1,1,1,,,2,1,,1,,2,3,5,1,1,4,3,,4,5,4,4,5,3,5,2,5,1,6,3,3,2,4,3,2,3,4,3,3,3,7,4,4,5,1,3,1,1,1,,1,3,1,,1,1,,,,,,,,,,,,,,,156
451,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,2,,,1,,1,1,,,,2,2,,1,,2,,1,1,,1,1,1,1,1,1,,,1,,,,,,,2,,,,,,,,,,,,,,,,30
452,1,,,1,,,1,,,,,,,,,,,2,,,,,3,,,2,,,,,,1,,,1,1,1,1,1,,1,,3,2,1,5,2,1,4,3,1,2,3,3,1,2,3,5,2,3,4,,2,4,6,2,2,8,2,4,3,1,4,4,6,5,3,3,3,5,2,6,3,2,3,4,3,3,5,3,3,2,1,2,1,,,,1,,,,,,,,,,,,,,178
455,32,,5,1,2,,1,1,1,,2,,2,1,,3,4,2,2,1,4,3,1,1,5,,5,3,1,2,6,5,3,4,2,5,9,6,3,6,5,3,5,13,14,7,9,8,8,6,11,9,13,9,11,18,10,13,18,16,19,20,11,15,18,19,24,19,29,28,19,33,38,25,32,25,33,28,29,33,26,40,35,20,36,31,25,26,23,21,24,15,17,15,11,9,6,10,2,4,3,4,1,,,,1,,,,,,1242
456,41,,1,,1,1,,,1,1,1,4,1,,,1,2,4,,5,3,5,3,6,4,4,1,1,6,3,5,4,5,6,5,6,4,5,8,12,6,12,9,5,11,8,14,7,6,9,15,11,10,13,9,12,28,17,14,18,17,18,23,25,20,22,32,21,29,37,29,36,41,30,31,21,27,26,32,25,28,23,20,15,27,33,17,16,16,15,13,20,4,12,3,5,8,3,1,1,2,1,1,,,,,,,,,,1220
457,11,,,,,1,,,,,,,2,,,,,1,,1,1,1,,,1,,,,,,1,,,,,,1,2,1,3,,4,2,1,2,6,4,3,,1,1,,3,2,1,4,3,9,4,7,2,5,5,2,3,3,9,3,4,5,4,5,4,10,5,8,5,9,6,4,8,6,6,5,5,7,7,3,4,5,2,2,,5,1,,3,,2,,,1,,,,,,,,,,,257
458,10,,,,,,,1,,,,,,1,,,,,1,,,,1,,2,3,,1,1,2,2,,,1,1,1,1,1,,1,1,,1,1,4,2,1,5,2,2,3,6,1,4,3,,1,3,7,4,4,7,3,4,4,2,3,10,9,7,8,6,10,7,5,10,7,5,8,4,11,13,5,15,7,8,9,10,3,6,7,5,5,5,,2,1,3,,,,,,,,,,,,,,,320
459,3,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,1,,,,,,,2,2,,,,1,,,,2,,1,1,1,2,2,,,1,,1,,,2,,2,4,1,3,1,3,1,1,,2,,3,1,2,2,1,1,2,3,3,2,1,1,6,,2,1,,,,1,,2,2,,,,,,,,,,,,,,,81
460,2,,,,1,,,,,,1,,,,,1,,,,,,,,,,,4,,1,,,,,,,,,,,1,,3,,,1,1,1,,1,5,4,1,,2,2,1,2,,2,3,1,1,2,,1,2,6,3,1,3,1,5,1,5,1,4,1,4,3,3,3,3,4,2,4,1,4,1,1,3,3,2,1,,1,,,,1,1,,,,,,,,,,,,,123
461,2,,,,,,,,,,,,,,,,,,2,,,,,1,,,,1,,,,,,,1,,,,,,,,2,,1,,1,,,,,1,,2,1,1,2,2,1,1,,1,1,2,2,2,1,3,2,,5,1,3,2,,2,,1,1,1,1,1,4,1,1,1,2,3,1,2,,,,1,1,,2,,,,,,,,,,,,,,,,73
462,6,,,,,,,1,,,,,,,1,,,1,,1,1,,,,1,2,2,2,,4,2,,2,3,4,2,1,1,,2,6,4,2,6,4,5,3,1,3,3,5,3,5,6,6,4,4,4,5,8,5,8,5,6,5,6,6,4,4,6,7,4,9,3,4,7,13,8,1,2,11,3,13,4,6,9,3,9,2,2,7,3,,2,2,1,1,,,,,,,,,,,,,,,,317
463,19,,,1,2,1,1,,,1,,,,1,,,,1,,,,1,,2,,1,,1,7,1,,3,4,5,2,1,1,,4,1,4,1,4,3,3,6,4,6,7,8,3,3,7,2,4,3,4,3,4,7,3,7,6,10,8,8,8,5,13,9,5,12,17,16,9,11,8,16,9,6,9,8,12,12,9,12,10,7,8,5,6,4,1,6,3,2,,,,1,1,,,,,,,,,,,,449
464,10,1,1,1,3,,,2,1,1,,1,,1,,,,1,1,,1,1,,1,,1,1,3,3,1,,1,2,2,,1,4,1,2,5,4,,2,2,1,2,3,5,4,6,2,4,1,8,5,,3,2,6,7,3,4,5,5,3,5,7,5,6,7,5,2,8,5,11,4,5,6,11,6,5,6,3,10,5,8,7,4,11,4,5,3,4,2,1,2,1,4,2,,,,,,,,,,,,,,321
465,3,,1,,1,,,,,,,,1,,,1,1,,,,1,1,1,,1,,1,,1,1,,,,1,2,,,,,,,,3,1,2,,1,,3,2,,1,,3,1,,1,4,2,1,2,3,1,1,2,3,1,4,3,4,7,2,4,2,5,4,3,9,,2,4,,2,4,4,1,3,3,1,1,4,2,,,1,,1,1,,,,,,,,,,,,,,,137
466,5,,,,,,,1,,,,1,,,,,,,,,1,1,,1,2,3,,1,1,2,1,,1,,1,1,,1,1,2,,2,,1,1,1,,,2,,,2,3,2,1,1,1,1,5,2,3,1,3,1,3,,3,2,4,2,3,8,1,5,4,3,4,3,5,3,2,4,3,1,1,2,4,3,7,1,2,2,,2,,,1,1,,,1,,,,,,,,,,,,150
467,7,,,,,,,,,1,,,,1,,,1,1,,,,2,,,,,,,3,2,3,1,3,1,2,,1,,2,1,1,1,,,1,2,1,2,3,,,2,,4,2,5,1,2,2,1,3,3,2,2,5,3,5,4,4,3,4,2,6,9,5,3,3,4,1,3,3,10,4,2,6,5,1,2,2,1,2,3,3,,2,,1,1,,1,,,,,,,,1,,,,,186
468,4,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,1,,1,,,,1,1,,,2,1,,,,,,,,,,,,1,,1,1,1,3,,1,,1,1,,1,2,1,,1,,2,1,3,4,2,3,2,1,,5,4,,3,3,1,2,2,2,1,,2,2,,2,,1,1,,,,2,,,,,,,,,,,,,,81
469,7,,1,1,,1,,,1,1,,,,1,1,,,,1,2,1,1,,1,,,1,1,1,1,,1,2,,,,2,2,1,1,,2,2,,1,,1,1,1,2,2,2,1,1,4,3,1,1,1,4,2,5,5,5,2,2,3,3,1,3,5,7,5,3,5,6,1,4,6,2,3,3,3,2,5,4,3,5,1,6,3,1,3,1,,4,1,,1,1,,,,,,,1,,,,,,189
470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,1,,,1,1,,1,,1,,,1,,,,,1,1,,,,,,1,,1,1,1,1,,,,1,5,3,2,2,2,1,3,3,2,1,2,1,2,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,55
471,4,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,,,,,2,1,1,,,1,,1,,,,,,,,1,,2,,,1,,,1,,2,3,,,1,,2,1,1,1,1,2,,2,5,2,,2,,3,,4,,1,,,3,,,,1,,,,,,,,,,,,,,,,,,57
474,13,,,,1,,,,,,,,,1,,,2,,2,1,2,2,,2,,3,,,,,1,2,2,2,1,,2,2,1,1,,4,2,7,3,4,,2,4,1,1,6,4,5,2,6,3,4,4,8,9,3,3,3,3,2,6,8,8,5,9,9,6,5,8,9,6,11,9,7,12,5,9,13,8,8,8,5,9,5,5,5,4,2,,2,1,1,,,,,,,,,,,,,,,344
475,7,,1,,,,,1,,,,,,,1,,,,1,,,2,,1,,1,,,2,,,2,1,2,1,,,,2,,1,2,1,,1,1,3,3,4,4,2,2,1,,1,2,3,3,4,2,1,8,1,8,5,8,9,7,9,3,11,6,7,3,5,4,6,6,5,16,6,8,5,4,14,6,7,2,9,5,4,1,4,3,,1,4,2,2,1,,1,,,,,,,,,,,282
476,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,,,,,,1,1,1,,,,1,,2,1,,,,,,,,,4,1,,1,,1,2,,2,1,2,1,2,1,,1,1,3,2,,2,2,,1,1,,3,1,,3,1,2,2,,,1,1,,1,3,,,,,,,,,,,,,,,,,,,,61
477,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,1,,2,1,1,1,,,1,,,1,,,,1,,,2,3,1,2,,3,2,1,,5,1,2,1,2,4,2,,5,3,2,4,2,2,5,4,4,2,6,3,1,1,4,3,4,2,5,4,3,1,1,1,2,,,,,1,,,,,,,,,,,,,,,,123
478,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,2,,1,2,,1,,,,,,,1,1,,1,1,1,1,,1,3,,4,1,1,1,1,2,1,4,3,1,,,,,,,1,,,1,,,,,,,,,,,,,,,43
479,2,,,1,,,,,,,,1,,,,1,,2,1,2,1,1,,,,,1,2,,1,1,1,2,,,,,1,,,,,2,,,1,1,,1,,,2,,1,1,4,1,,2,,,1,1,1,1,5,4,3,2,3,3,1,3,1,,2,2,4,4,2,6,4,2,7,4,2,4,,2,2,3,2,1,1,,1,,,,,,,,,,,,,,,,,121
480,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,1,,2,,,,,,,1,,,,,,,,,1,,,1,,,,,2,1,,,,1,,1,3,,1,,,1,3,1,,,1,1,2,2,2,1,3,2,1,1,,2,4,,1,,,2,1,1,2,,,1,,1,,,,,,,,,,,,,,,,,57
481,4,,,1,,,,,,,1,,,,,,,,2,1,1,,1,,1,,1,1,,,,2,2,1,,,1,2,5,3,,,,,,,3,2,2,1,,2,1,4,1,3,5,,4,2,3,3,3,2,,4,5,3,2,3,6,6,9,5,5,6,3,13,8,7,6,2,3,8,5,6,4,8,5,3,,,1,3,2,,,,,,2,,,,,,,,,,,,214
482,5,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,1,1,1,1,,,,1,1,,,,1,,1,,,2,,2,,1,3,1,3,6,,3,3,1,,2,2,3,4,4,5,3,4,5,3,4,3,3,2,2,2,2,4,4,3,2,2,,6,1,2,,1,1,1,,,1,,,,,,,,,,,,123
483,4,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,1,,1,,,,,,,1,1,,,,,1,1,2,,2,,1,1,,,3,1,,1,,,,2,1,1,1,3,1,3,3,,2,1,,2,2,1,4,2,,1,2,,3,,1,2,2,1,,,1,,,,,,,,,,,,,,,,,,66
484,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,1,,,,1,1,,,,,,1,,,1,,1,1,1,1,1,1,2,1,,2,1,2,2,1,,3,,,3,1,,1,2,3,1,1,3,3,2,2,2,1,2,5,1,3,4,6,6,1,3,1,,3,1,3,,,,1,,,,,,,,,,,,,,,95
485,2,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,1,,,1,,,,,,,1,,,,,1,1,1,1,1,,,,,2,1,1,1,1,1,,2,1,1,1,1,,1,3,2,1,1,1,2,,3,2,2,,1,2,2,3,,3,2,2,1,1,,2,,,1,,,,,,,,,,,,1,,,,66
490,22,4,2,,2,1,,1,,,2,1,2,,1,,4,4,2,3,,3,1,1,4,5,4,3,3,3,5,3,7,2,3,1,3,5,6,4,8,6,7,10,5,7,7,13,12,9,9,7,9,6,9,6,16,7,16,11,14,16,12,15,15,18,10,18,34,24,27,35,26,29,31,28,33,35,40,32,35,22,33,32,30,31,38,32,24,19,16,17,18,11,8,11,7,3,5,4,4,,2,,1,,,,,,,,1192
491,1,,,1,,1,1,,1,,,,,,,,2,,,,,2,,,,1,2,,,,,2,1,3,1,,1,1,1,1,,,2,1,2,2,1,3,1,1,2,2,2,3,1,2,3,,3,1,1,3,3,2,6,4,4,2,5,5,3,8,5,4,4,7,4,11,5,5,2,4,10,5,4,3,2,3,5,,4,3,2,,,2,,,,1,1,1,,,,,,,,,,,198
492,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,1,,1,1,2,2,,3,,5,,1,1,1,2,2,2,1,1,,1,2,1,1,,,,3,1,,,,1,,,,,,,,,,,,,,,,,44
493,3,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,,2,,2,,,,2,,1,2,1,1,1,,2,,3,1,,2,,1,3,1,,1,1,3,3,2,1,1,,,,3,3,2,2,,1,2,2,2,2,4,4,3,2,6,2,2,6,3,9,2,4,3,5,4,2,6,1,,1,1,2,,1,,,,,,,,,,,,,,,,136
494,3,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,1,,,,,1,,,1,,,2,2,4,,,1,1,,3,2,1,2,2,1,1,1,2,1,3,3,,,3,1,,1,1,3,2,1,3,1,4,4,5,3,1,2,4,3,1,2,4,4,3,,2,1,,,1,,,1,,,,,,,,1,,,,,,,104
495,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,2,,1,,,,,,1,1,2,1,,,,3,1,,,,1,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,24
496,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,1,,,,,1,,1,,,,,1,,,,1,,,,,,,1,,,,,,1,1,,1,1,1,2,1,1,,,2,2,2,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,28
497,3,,,,,,,1,,,,1,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,1,,1,,,1,,1,,,2,,1,1,1,,1,,1,1,2,,1,1,1,4,1,,2,2,1,1,4,,2,2,,1,4,4,2,1,5,5,3,7,1,2,2,7,5,4,5,2,4,2,4,,3,1,1,,1,,,,,,,,,,,,,121
498,7,,1,,,,,,,,,1,,,,,,,1,2,1,,1,1,,,,,,,1,,1,1,1,2,2,,1,3,2,2,,,1,,1,1,1,4,4,2,,2,1,3,2,1,3,4,4,6,2,2,7,3,3,4,5,3,5,2,6,3,4,9,11,4,8,11,6,8,10,8,7,5,5,4,4,8,5,5,4,1,5,,,,1,1,,1,,,,,,,,,,,251
499,4,,,,1,,,,1,,,,,,,,,,1,,,1,,1,,,,,1,1,,1,,2,2,2,,,2,,,,,1,1,1,1,,2,2,4,1,1,,2,,2,1,2,1,3,1,2,2,2,,3,3,3,4,2,1,2,5,6,6,3,6,6,5,4,6,5,2,3,7,4,4,2,1,2,2,2,1,,1,,,,,,,,,,,,,,,,,153
500,,,,1,,,,,,,,,,1,1,,,1,,,,,1,,,1,,,1,,,,,,,,1,,,,1,,1,,,1,1,1,,2,1,4,2,,1,1,,2,,2,1,2,2,1,2,2,4,4,5,1,4,2,6,1,1,3,4,4,,4,4,5,3,3,8,2,9,7,1,5,3,2,3,1,1,1,,,,,1,1,,,,,,,,,,,141
501,2,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,1,,,1,,,,1,,1,,,,,,1,,,2,,1,2,4,2,3,,1,,,1,3,4,,2,,1,3,,3,3,1,2,4,4,,1,2,2,4,4,4,4,,4,6,3,4,5,6,2,1,2,2,5,2,,1,1,1,,,,,,,,,,,,,,122
502,4,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,1,1,2,,,1,2,,1,,,1,,,,,1,1,,,1,1,1,,2,,3,,2,2,5,1,1,3,,2,3,3,5,3,1,2,3,1,1,8,2,5,1,2,3,5,3,6,7,4,5,5,4,3,4,2,4,6,5,1,2,1,,,,2,,,,,,,,,,,,,,,155
503,2,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,2,,1,,1,,,,1,,,1,1,,1,,,,,2,,,,1,2,1,,2,5,,1,,1,3,,,2,1,2,2,1,2,1,4,,1,,5,,,1,,1,,,,,,,,,,,,,,,,,57
504,4,1,,,,,,,,,,,,,,,1,1,,,2,1,,1,,1,,1,,1,,1,1,1,,,1,1,3,,1,,1,,,1,1,,,,,,1,,1,2,,1,2,1,2,2,1,2,4,,,1,2,3,3,4,5,3,5,2,4,4,5,5,2,2,4,2,6,2,1,2,,3,2,1,1,,,2,,2,1,,,,,,,,,,,,,,124
505,2,,1,,1,,,,1,1,,,,,,,2,,,1,2,,,,,,,,1,,1,1,,,,,,1,1,1,,,,,,,2,1,,,1,1,3,1,1,,1,3,1,1,1,2,,1,,1,2,,1,1,3,1,1,2,1,4,4,3,2,2,4,2,4,3,1,1,2,3,1,2,1,2,3,,1,,,,,,1,,,,,,,,,,,,96
506,4,,2,,3,,,,,,2,,,,,,,2,,,,2,,,,1,2,2,2,,1,,2,,1,,,,,1,1,3,,2,,,1,1,2,1,2,2,1,,3,,2,,2,2,1,3,2,,3,2,1,2,5,4,4,3,7,2,5,3,5,4,3,4,6,2,2,5,5,8,4,6,4,5,3,5,4,3,,,,,,1,,,,,,,,,,,,,178
507,7,1,1,,1,,,1,,,,,,1,,,,,,1,2,1,1,,1,,1,,,3,,,1,3,,1,,2,1,,,,,1,1,3,4,1,2,4,1,3,,1,2,3,6,,1,3,4,5,4,4,3,4,5,3,11,3,7,6,7,12,10,7,6,8,7,12,8,7,7,6,11,7,5,7,6,9,3,5,5,4,,3,1,1,2,1,,,,,,,,,,,,,292
508,2,,,1,,,,,,,,,,,,,1,1,,,2,,1,,1,3,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,2,,,1,1,1,1,,1,2,2,10,4,3,3,3,3,,1,3,5,,3,,,3,1,1,1,2,1,,1,2,,1,1,1,,,,1,,,,,,,,,,,,81
509,12,1,,1,1,,,,,1,1,1,,1,1,,1,,,3,2,2,2,1,1,,1,,1,1,2,1,,1,,1,3,3,,4,2,1,1,2,5,,3,4,,3,3,2,,5,5,3,3,3,3,2,3,4,7,4,7,3,3,6,4,4,10,10,6,6,3,8,10,5,7,6,11,5,6,7,3,9,6,8,10,3,8,5,1,,,,1,,,1,2,,,,,,1,,,,,,303
510,16,,,,,,,,,1,,,,,,1,,1,4,5,3,1,,1,1,4,3,4,1,4,3,4,1,1,3,,3,2,5,2,4,7,2,9,4,6,6,6,3,4,6,6,5,6,4,7,7,10,3,7,10,9,9,6,13,15,10,14,13,10,19,15,23,24,23,23,19,16,18,10,13,24,23,20,20,11,13,13,12,18,13,10,12,7,6,1,1,1,1,1,1,,,1,1,,,,,,,,708
511,,,,,,,1,,,,,,,1,1,,,,,1,1,2,,,1,,,,,,1,,1,,,,,,,1,2,,,1,1,,1,1,,1,,2,1,4,2,1,1,1,,,3,2,1,,,1,,3,5,1,3,2,2,4,3,2,4,2,4,3,4,4,4,5,4,2,5,5,3,4,4,1,1,3,1,,,,,,,,,,,,,,,,,,125
512,1,1,,,,,1,,,,,,,1,,,1,,,,1,,,,,,1,,1,,,,,,1,,,,1,,,,1,,1,1,1,1,1,2,,,2,2,1,,1,1,2,1,1,5,2,2,3,2,2,1,2,2,3,2,4,3,1,1,5,3,5,2,1,2,2,3,1,3,1,2,4,4,4,5,1,2,,,,,2,,,,,,,,,,,,,,116
513,2,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,1,1,,1,,1,2,,,,,,,4,,,,,,2,1,2,,,4,2,1,1,2,1,1,2,,1,,1,1,2,,,3,2,,1,,3,6,5,5,2,2,3,2,5,2,2,1,2,3,4,3,1,5,1,1,2,,2,1,1,,,,1,,,1,,,,,,,,,111
514,8,,1,,,,,,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,2,2,,,1,,1,,,,,1,,,,,,1,,1,,3,3,1,3,1,2,2,1,,1,1,1,,1,3,1,1,2,1,3,1,1,1,3,3,1,3,3,1,1,,,,,2,,1,,,1,,,,,,,,,,,,,,76
515,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,3,2,,,,,,4,,1,1,1,2,2,1,1,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,31
516,,,,,,,,1,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,,,1,,,1,,1,,,,,1,,,,,,1,3,1,1,2,,1,1,2,2,3,1,,1,1,1,3,2,,2,1,,,,1,1,,,,,,,,,,,,,,,,,,43
