Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.112,muertes.Total 
8201,3,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,1,1,1,2,2,1,,1,3,1,1,1,,,1,3,,,2,1,,1,2,2,1,2,1,3,3,3,,,1,1,4,4,1,5,5,2,2,2,7,6,3,6,3,5,5,,2,,4,2,2,2,,1,1,2,2,,1,,,,,,,,,,,,,,,,,,,128
8202,10,1,,,,,1,,,,,,1,,1,,,,1,,,,,,,1,,1,,,,,,,,,1,1,2,1,,,,1,2,1,,1,3,1,2,3,2,2,1,,,1,3,,,5,1,2,3,5,2,5,4,1,1,2,4,1,2,4,6,7,5,1,1,8,5,3,5,5,2,7,3,5,1,4,4,4,3,,,1,1,,1,1,1,,,,,,,,,,171
8203,6,1,,,,,1,,,,,,,,,,,,2,,,1,1,2,1,1,,,,1,,,1,1,,1,,,,,1,1,1,3,1,2,,1,3,,1,3,2,,3,1,3,1,4,6,2,1,3,3,3,3,3,1,7,2,4,4,1,4,4,10,3,8,2,5,4,4,2,4,4,5,3,2,5,1,1,1,5,1,2,,2,,1,,,1,,,1,,,,,,,,179
8204,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,1,,,2,,,,2,,1,2,,1,,2,,,,,,,,1,1,2,,,,,1,1,1,1,2,4,1,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,37
8205,3,,,1,,,,,,,,,,,1,1,,,2,,1,,,,,,1,,2,1,1,1,,1,,1,,1,1,2,3,2,,2,,2,,,,,4,1,1,3,2,,3,2,4,1,4,1,6,4,3,4,,4,1,5,4,7,1,4,5,5,5,4,9,3,6,6,5,4,4,6,2,,,2,1,4,5,1,,,,1,,,,,,1,,,,,,,,,178
8206,5,,,,2,,,,,,,,,,1,,,,1,,,,1,,,,,1,1,1,,,1,,,,,,,,,,2,,1,,,3,1,,1,1,2,1,2,1,1,1,2,,4,1,,,2,2,2,2,1,,,3,4,1,4,2,6,4,3,,,1,3,2,2,3,2,3,3,4,1,3,1,,2,,,,,1,,,,,,,,,,,,,105
8207,1,,,,,1,,,,1,,,,,,,,,,,,2,,,,,,,,,,1,,,,1,,1,,,,1,,1,1,,2,1,1,1,,,1,2,,1,,1,2,,,1,,1,1,2,2,,,2,1,1,,2,1,2,1,3,1,1,1,2,3,1,2,1,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,59
8301,20,4,,,1,1,,1,,,,,,,,2,,,4,2,1,2,5,2,3,2,2,5,2,2,1,6,,8,5,1,5,2,9,11,7,7,5,2,3,6,8,8,4,9,8,10,11,6,12,8,12,5,11,7,16,11,14,11,16,18,25,16,18,24,12,19,23,22,23,19,25,27,29,31,25,19,25,17,13,25,16,21,14,16,15,14,13,6,12,5,5,3,3,3,1,,,,,1,,,,,,,929
8302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,1,1,,,,,1,1,1,,1,1,1,2,1,,1,,1,,,,,2,1,,2,,2,,,1,,,1,,,1,,,,,,,,,,,,,,,27
8303,4,1,,1,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,3,2,,1,1,,,,,,1,,1,,,1,,,1,,1,2,1,1,,4,1,1,2,2,5,2,1,6,4,4,5,2,1,5,2,3,3,4,6,4,2,4,2,3,1,,9,3,,3,3,,1,,,,,,,,,,,,,,,,,,124
8304,3,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,,,,,2,1,1,1,1,,2,,2,2,1,1,,1,1,2,1,3,6,,2,1,2,3,4,5,3,,5,3,3,3,1,5,3,5,1,4,6,4,2,4,3,1,,4,4,6,2,1,,3,3,3,3,1,,,,,1,,,,,,,,,,,,,,141
8305,3,1,,,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,1,,,,1,,,,,,1,,1,3,1,1,1,2,1,,1,1,,,2,3,1,,4,3,1,4,3,1,,3,3,6,4,2,4,,1,3,3,2,5,3,5,3,5,7,9,8,3,10,3,4,2,1,3,2,4,1,2,1,3,3,,1,,,1,,,,,,,,,,,165
8306,3,,,1,,,,,1,,,2,,1,,,1,1,,1,,,,,,1,,1,,,,,2,1,2,1,,1,,2,,1,2,,,,,1,,,,2,,,2,,2,2,,,2,3,5,5,3,4,4,5,2,4,1,4,4,4,1,5,6,7,3,2,3,3,6,,2,2,3,2,4,4,1,,3,,1,1,,,,,,1,,,,,,,,,,,144
8307,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,1,,,,,,,,,1,,1,1,,,1,1,,1,,1,,,1,2,1,1,1,,1,1,,,,,1,1,,1,3,,3,1,1,,2,1,3,1,4,2,,,1,1,,,,2,1,1,1,1,,,,1,,,,,,,,,,,,,,,,52
8308,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,1,1,,1,1,1,,1,1,1,,,1,,,,,,1,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,22
8309,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,2,,,,,,,,,,1,,,2,,,,,1,1,1,2,,,1,2,3,2,3,,,3,2,1,4,1,3,,1,2,4,,1,2,3,1,2,3,1,,1,,1,,1,,,,,,,,,,,,,,,,63
8310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,2,4,,,1,1,1,,2,,2,,,1,1,4,2,,1,,,,1,,,1,1,1,1,,2,,1,1,,,1,,,,,,1,,,,,,,,38
8311,3,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,2,,,1,,,,,1,1,,1,1,,,2,,1,,2,,1,,,1,2,1,2,1,,2,1,1,1,2,1,3,1,,5,2,2,3,1,4,5,3,1,2,1,1,2,,2,3,1,3,1,2,,2,,2,1,,,1,,,1,,,,,,,,,,,,89
8312,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,2,2,,1,1,,1,1,1,,,,3,1,2,3,1,,1,1,1,1,1,3,2,1,2,1,2,1,,2,4,4,3,4,2,3,3,2,,1,1,1,,3,2,2,2,,,,,,,,,,,,,,,,,81
8313,1,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,1,2,,,,,1,,,1,,2,1,,1,3,,,1,3,,1,2,,1,3,4,1,3,1,1,3,,3,2,1,3,1,4,1,1,6,4,2,2,3,4,5,3,4,2,4,4,2,2,1,2,2,4,2,2,4,1,6,2,,2,,,,,,,,,,,,,,,,,131
8314,4,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,2,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,2,,,1,1,,,1,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,23
8401,24,3,1,3,,1,,,,2,2,2,,,,3,1,3,5,,,4,1,7,1,2,3,1,3,1,2,7,4,1,4,5,2,1,7,3,7,3,6,8,5,7,8,4,5,6,9,10,11,19,11,6,12,7,14,20,15,11,14,16,14,16,17,8,20,26,18,21,22,14,24,33,44,27,30,22,26,27,21,27,32,23,24,24,11,19,19,11,12,17,10,6,5,4,1,3,,,1,,,,,,1,,,,1023
8402,3,1,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,2,,1,,2,1,1,,,1,,1,1,1,1,,,1,,2,3,1,1,1,,1,3,,1,3,4,3,2,3,1,1,6,4,1,,1,3,4,6,3,1,4,3,5,5,5,3,4,3,4,2,5,1,3,5,,4,4,1,,,1,1,,,,,,,,,,,,,,,142
8403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,,,1,,,1,,,,,,,,2,1,,1,1,,,2,2,,1,,4,1,1,,1,,4,1,,,,,,,1,3,1,1,1,,,,,3,,1,1,,,,,,,,,,,,,,,,41
8404,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,2,,1,,,,,2,,1,,,,3,2,,,,,1,3,2,,2,,2,1,1,2,2,3,1,4,2,,3,,3,2,1,1,1,4,7,1,4,3,4,1,2,4,1,3,2,,1,,2,,,1,,1,,,,,,,,,,,,,,,96
8405,5,1,1,,,,,1,,,,,,,,1,,,,,,1,,,1,,,,1,,,,,,1,1,1,,,,1,,1,1,,1,,2,,1,,3,1,1,2,1,1,1,1,,1,1,1,7,,1,5,2,5,1,4,2,4,2,,2,7,,1,,2,5,3,4,4,,4,2,7,1,4,2,2,1,1,2,1,,,,,,,,,,,,,,,,124
8406,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,1,,,1,,,,3,,,2,,3,,,1,,1,1,,,2,1,2,,2,1,3,1,1,2,,2,,2,2,1,1,4,2,3,2,2,1,2,3,2,6,2,3,1,2,3,2,1,2,3,,1,3,2,1,,3,,1,,,,,,,,,,,,,,,,101
8407,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,1,,1,,1,,1,,,,,1,,1,3,,2,,,,,,2,2,,,2,,,,1,1,2,1,2,,1,,4,7,3,,2,1,6,2,2,2,1,,8,2,,3,2,,3,2,,,,2,1,,1,1,2,,,,,,,,,,,,,,,89
8408,1,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,1,,1,2,,,1,1,,,,,1,1,,,,,,1,,1,,,1,,,,,1,1,1,,,,,1,2,2,,2,1,1,,1,1,2,2,,,1,3,1,3,,1,1,,1,1,,2,,,,1,,,1,,,,,,,,,,,,,,49
8409,1,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,1,,,1,,,,1,1,,,,3,2,,2,3,3,1,,2,,1,2,1,1,4,2,,4,1,2,5,,3,1,7,3,4,2,5,1,1,1,,1,,2,2,,1,,,,,,,,,,,,,,,,84
8410,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,1,3,,1,,1,1,1,3,,1,1,,,,,3,1,2,5,1,1,,2,1,1,4,3,,3,2,3,3,2,5,2,,1,2,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,71
8411,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,2,,,1,1,1,,,1,,,2,1,1,1,,,4,1,,,2,1,,2,3,2,,,3,,2,1,1,1,2,2,1,,2,4,,4,3,3,,2,2,1,,,2,1,,,,,,,,,,,,,,,,,,,67
8412,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,1,,1,1,1,,1,,,,,2,2,,,,,,1,2,,2,,,1,,2,1,1,2,3,,1,,2,2,,2,2,3,1,,1,,2,3,1,2,1,,2,1,,,,,,,,,,,,,,,,,,57
8413,2,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,1,1,,,,,,1,2,,1,,2,,,1,1,3,2,1,2,,,,1,2,4,1,3,2,2,3,2,3,,1,2,1,1,6,3,8,2,5,4,4,2,3,2,3,2,2,1,3,1,2,1,,,1,,,,,,,,,,,,,,,,107
8414,1,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,1,2,,1,,,,,1,2,1,,1,,,,1,,1,2,1,4,2,1,2,1,2,3,3,3,,3,1,2,1,,2,2,1,,1,,4,1,2,3,3,2,5,1,3,2,,4,,1,1,2,,,,,,,,,,,,,,,,,87
8415,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,2,,1,,,,1,1,1,1,1,2,,1,,1,1,2,1,1,2,2,,,1,1,2,1,,2,1,1,1,,,,2,,,1,3,,2,,1,,,1,,,,,,,,,,,,,,,,46
8416,5,,,,1,,,1,1,,,,,,,,,1,,2,,1,1,,1,3,1,1,2,,2,,1,1,1,1,1,1,,1,3,1,1,,2,2,,1,1,2,3,,1,5,3,6,6,4,6,5,6,6,6,5,3,3,8,5,12,10,8,9,7,13,11,7,7,14,13,12,12,17,5,8,13,10,7,3,9,6,7,4,3,6,5,2,4,,2,,2,,,,,,,,,,,,372
8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,1,,,1,,1,,,1,1,,,,1,1,,,1,2,,2,,1,,,,,,,,,1,,,,,,,,,,,,,,,,18
8418,2,,,,,,,,1,,,,,,,,,1,,,,1,,2,3,,1,,,,,,,,,1,1,1,1,,,2,1,,1,1,,1,1,1,2,,3,,4,1,1,2,,5,1,1,3,1,1,1,3,1,4,4,2,,2,2,4,5,5,2,4,1,5,3,,6,1,2,3,1,,,,1,1,2,1,,,1,,1,,,,,,,,,,,,,116
8419,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,1,,,,1,2,,2,,,1,1,3,1,2,4,2,4,,1,3,1,1,1,2,2,,2,,1,1,,1,1,,1,1,2,1,,,,,,,,,,,,,,,,,,,50
8420,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,,,1,1,,,,,,2,1,,,,2,,,1,,1,2,1,2,1,1,2,,2,,3,1,,,,,2,1,,1,,2,2,,,,,1,,,,,,,,,,,,,,,,40
8421,1,,,,,,,,,,,,1,,,,1,1,1,1,,1,,,1,1,,,,,,1,1,,,,,1,,1,2,1,,2,1,1,1,1,1,2,1,2,,2,,,3,,,,1,2,,,,,,2,3,2,3,2,,1,3,3,5,1,4,3,5,3,4,1,2,6,2,4,,1,4,2,,1,1,1,2,1,,,1,,,,,,,,,,,,109
9101,36,2,1,5,,,1,1,1,1,,2,1,,3,1,2,4,2,3,4,7,1,3,5,3,3,6,6,5,1,3,3,3,2,3,6,7,6,8,10,8,8,9,7,14,7,6,8,10,7,11,13,15,15,12,9,14,12,18,20,20,22,24,28,26,28,19,22,31,25,27,36,28,33,35,32,34,45,31,38,37,34,29,31,32,36,37,27,23,18,23,23,16,15,13,10,5,7,7,1,2,1,,,,,,,,,,1395
9102,4,,1,,,,2,,,,,,,1,1,,1,,1,2,1,,,,,,,,1,,,1,,1,,,2,1,1,,1,,3,1,3,,1,,1,1,1,,,2,,,4,,2,1,4,1,1,4,2,2,4,1,,3,5,4,7,5,4,5,6,9,8,4,2,4,2,8,7,1,3,7,4,7,3,3,3,1,4,,2,,2,2,,1,,,,,,,,,,,187
9103,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,3,1,2,,,1,,,1,3,,,2,1,,,1,,2,2,1,2,1,3,4,,3,1,4,1,,4,2,3,4,6,4,,3,3,4,9,2,2,5,4,5,2,6,6,7,4,2,1,5,2,1,,,,,,,,,,,,,,,,140
9104,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,2,,,,,1,,,,,,,,,,1,,,,2,,1,,,1,,,,,,2,,,1,,,,,,,,,1,,1,1,,1,1,2,,,1,,2,1,,2,1,1,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,35
9105,6,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,1,,1,,,,,,1,,2,,1,,1,2,,1,2,,1,,2,2,1,1,2,,,,1,1,,2,1,1,3,2,2,3,6,2,2,4,4,5,4,8,2,5,2,5,5,6,5,6,6,4,5,7,5,3,2,,5,1,,,3,3,,1,,,1,,,,,,,,,,,163
9106,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,1,,2,,,,1,,,3,1,,,1,,,,2,1,1,2,,1,1,2,2,3,,1,,2,1,1,1,1,2,3,2,3,1,2,3,3,3,2,,2,5,2,2,2,1,1,1,,,,,,,,,,,1,,,,,,,,,77
9107,3,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,1,1,,,,2,1,1,,1,,1,1,,1,,,2,3,1,2,1,2,3,3,1,3,3,2,1,3,3,2,1,2,2,3,6,3,5,7,4,5,6,1,7,5,4,,2,,5,1,1,2,,,1,,,,,,,,,,,,,126
9108,3,,,,,,1,,,,,,1,,1,,,,1,2,1,2,1,,1,2,1,,1,2,2,,,1,1,1,,1,,1,2,1,3,1,1,3,1,1,5,,1,,2,5,1,,2,4,1,1,6,4,5,2,2,4,1,6,2,4,4,6,7,9,6,9,5,5,7,4,6,4,7,6,5,3,4,5,4,6,5,3,4,2,3,1,1,,,,,,,,,,,,,,,,229
9109,2,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,1,,1,1,,,1,,1,,,,1,1,1,,,,,,,,1,,2,,5,1,3,1,2,2,1,2,4,4,5,2,2,1,4,7,1,,3,6,7,8,3,6,7,5,3,2,6,3,7,11,5,3,5,1,1,2,1,3,,1,2,1,,,,,1,,,,,,,,167
9110,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,1,,,2,1,4,,,1,2,2,2,1,1,2,,3,1,1,,2,1,3,,,,2,,,,,,,,,,1,,,,,,41
9111,1,1,,,,,,1,,,,,,1,2,1,,,1,,1,,,,,,2,,,,,,,,1,2,,,1,1,2,1,,,1,,,1,1,2,2,1,1,,3,2,5,2,3,1,1,2,3,,1,6,5,2,4,3,6,6,7,2,1,9,10,4,7,3,11,6,8,10,9,6,8,6,7,4,2,2,4,4,,1,1,2,1,,,1,,,,1,,,,,,,220
9112,5,,,,,1,,,,,,,1,,1,,,,1,1,,2,2,,,2,2,2,1,,,2,,,,1,1,2,3,2,4,1,2,1,2,1,3,5,2,2,1,3,2,5,3,2,4,10,1,2,2,3,7,4,2,4,8,7,6,4,3,4,8,5,4,6,10,9,6,6,10,7,13,7,8,7,8,9,1,3,10,7,3,4,2,2,2,2,,1,,1,,1,,,,,,,,,304
9113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,1,,,,,1,,1,1,,,3,,3,2,1,1,2,,5,2,,2,1,,,3,,1,2,,,1,,,,,,1,1,,,,,,,,,,,,,,,40
9114,4,,1,,,,,,,,,1,,,1,1,,,1,,,,1,,,,1,,,,1,,,,,1,,1,,,2,1,2,1,,,,2,,1,2,5,,,,,1,,3,3,4,1,1,2,,4,3,2,3,6,3,2,5,4,3,4,3,3,6,2,5,7,4,5,4,11,6,3,1,2,2,5,3,4,2,1,1,,2,1,,,,,,,,,,,,,167
9115,2,,,,,,,,,,,,,,1,,,1,,,,,,1,,,1,,1,1,1,,,,,,,,,1,1,2,,,1,,,1,,,1,,2,1,,1,,,,1,1,,,2,2,,2,3,1,2,2,,2,5,3,4,2,6,2,2,4,2,3,4,3,4,2,3,1,4,3,4,2,1,,,,,,,,,,,,,,,,,,,102
9116,3,,,,,,,,,,,1,,,,,1,,,,,,,,1,,2,1,1,1,1,1,2,,1,1,,1,3,2,,,2,1,,1,2,1,1,1,2,,2,1,1,1,,1,1,,,2,,3,3,,2,1,,2,2,1,3,,3,,1,3,2,2,3,4,5,2,3,4,1,5,2,2,2,3,1,2,1,,,,,1,,,,,,,,,,,,,112
9117,1,1,,,,,,,,,1,,,,,,1,,1,,,,,,1,,,,,,,,1,2,,1,,,,,3,2,1,,,1,,,2,,2,1,1,,2,,,1,3,1,,2,1,2,1,1,3,1,2,1,5,3,2,3,3,2,4,1,6,3,4,3,3,3,2,2,3,1,6,1,1,1,2,3,2,,,,1,,2,,,,,,,,,,,,116
9118,3,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,1,,,,1,,1,,1,,,,1,,,1,1,1,,1,1,,4,,2,1,1,1,1,2,1,3,,1,4,1,2,3,3,1,3,2,2,2,4,,3,3,2,1,1,2,1,,1,,,,1,,,1,,,,1,,,,,,,,,78
9119,2,,,,1,,,,,1,,,,,,,,,2,,1,,,,,2,,,,,1,2,,1,,1,1,,2,1,2,1,1,1,1,1,1,1,,3,1,,,2,1,2,2,1,3,3,2,1,3,1,,4,2,,3,1,1,4,3,2,5,2,4,2,4,4,3,3,3,4,2,4,3,1,5,3,2,1,3,1,1,2,,1,1,,,1,,1,,,,,,,,,138
9120,4,,,,,1,,,1,,,,1,,1,1,,,1,,,,1,1,,2,1,1,,,,2,,2,1,1,1,2,1,1,,,1,3,,5,1,1,2,4,1,3,5,4,2,1,2,8,3,2,,4,1,6,3,7,3,1,7,6,9,6,5,10,6,11,8,6,8,4,7,12,6,9,5,7,3,7,5,3,6,3,1,5,5,2,1,1,1,1,1,,,1,,,,,,,,,278
9121,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,2,,1,2,,1,,1,,2,1,,1,,,1,,1,1,,2,1,2,1,3,3,,4,1,1,1,2,6,1,1,3,1,3,,,1,1,4,3,1,2,,,1,,1,,,,,,,,,,,,,,,67
9201,6,,,,,,,,,1,,,,,1,,1,1,1,1,,2,,,1,1,1,1,1,1,2,,1,1,1,,1,,1,1,2,1,1,3,1,,,2,,4,3,5,1,5,2,4,5,7,4,3,5,5,4,7,5,7,5,6,3,6,5,13,7,6,8,7,18,14,9,8,5,15,8,5,9,9,7,8,7,6,7,6,3,6,5,,2,1,2,,,,,,,,,,,,,,340
9202,4,,,,,,,,,,,,,,2,,1,,,1,2,,,,,1,,,,,,,,1,1,1,,,,1,1,,,,1,,1,,5,1,2,1,3,,2,2,2,1,2,3,3,2,3,1,4,5,2,1,3,3,2,3,4,,2,3,3,10,4,2,4,5,4,4,2,7,3,4,2,1,2,2,2,2,,1,,,1,2,,,,1,,,,,,,,,151
9203,1,,1,,,,,,,1,,1,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,1,,1,2,,,2,,2,2,1,,5,3,,2,1,2,4,2,4,3,2,3,5,2,9,8,5,5,2,2,2,3,7,2,7,4,8,3,,1,2,3,1,,,2,,,,,1,,,,,,,,,,,135
9204,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,2,,,,,1,,1,2,,,2,1,2,,,1,1,,2,2,,,,2,,,1,1,2,2,,1,2,3,3,2,2,,2,,3,,3,2,2,2,4,2,,,,,1,1,1,,,,,,,,,,,,,,,,65
9205,4,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,2,1,1,,,,2,,1,,,1,,,,1,1,,3,,4,1,,2,2,1,2,,1,1,3,2,1,1,1,2,1,1,2,1,1,,,,,,,,,,,1,,,,,,,,,,,54
9206,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,1,2,1,,1,,1,1,,2,,,,,,,,2,2,,3,1,,1,,2,1,3,,2,1,1,2,,2,1,1,1,2,2,2,,1,1,,,2,,1,1,,,,,1,,,,,,,,,,,,,51
9207,1,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,,,,,1,,,,1,1,1,,,,,,,1,,,,,1,,,1,,1,1,1,,1,1,1,1,,1,,,,1,3,3,2,1,2,1,4,4,2,2,2,2,1,4,2,2,,1,1,,1,2,,,,,,,,,1,,,,,,,,,,,,,64
9208,1,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,1,1,,,,,,,1,,1,1,,1,,,2,,,1,,,,3,1,,2,,1,1,,,2,1,3,2,2,2,,2,3,,1,3,4,3,1,3,3,1,2,6,2,,2,6,3,2,4,2,1,2,3,,2,,1,2,3,,,,1,,,,1,,,,,,,,,,103
9209,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,1,,1,,1,,1,,1,1,,,,,,,,,,,,,1,2,,,1,1,1,1,2,2,,3,,1,1,1,1,3,1,3,2,1,2,3,2,2,2,3,,1,,2,2,2,,,1,,1,1,1,,1,,,,,,,,,,,,,,64
9210,2,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,1,1,,,,1,,1,,1,1,,,,,1,,,1,1,,,2,2,,2,3,1,3,2,2,,,3,1,3,2,3,3,2,2,3,2,4,5,4,4,5,4,3,4,7,3,4,5,1,5,2,4,3,5,,1,5,2,2,,,1,,,1,,,,1,,,,,,140
9211,4,1,1,,,,,,,,,,,,,1,,,,1,,1,,1,1,,,,,,,1,,,,,,,1,2,2,1,,,,3,,1,1,1,1,1,4,,,,2,1,1,3,5,5,3,4,3,6,2,2,3,3,5,10,12,9,4,8,6,4,3,5,10,8,7,7,6,5,9,6,9,6,5,4,3,2,3,2,1,,,,,,,,,,,,,,,,232
10101,37,2,5,,2,3,2,2,,2,1,,3,,1,1,4,2,1,3,2,4,3,6,2,3,6,2,2,2,4,2,2,7,9,6,3,7,6,7,8,7,13,10,5,10,8,16,10,12,12,12,15,8,7,14,16,15,14,13,13,9,16,13,14,15,18,17,18,14,12,14,24,23,23,22,25,19,22,26,21,18,22,23,24,22,17,17,17,14,17,15,13,13,7,2,6,2,1,2,,,1,1,,,,,,,,,1013
10102,2,1,,,1,,,,,,,1,,,,,,,,2,1,1,1,,,1,,1,,,2,,,,1,1,,,1,1,,,2,,,1,2,4,2,2,1,2,2,,1,3,1,,4,1,2,,3,3,2,5,2,4,1,3,4,1,3,4,6,6,4,1,2,5,5,4,6,6,4,2,5,2,4,7,11,2,4,7,1,1,4,3,,,,,,1,,,,,,,,,186
10103,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,1,,1,,,2,,,,,,1,,,,1,2,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,19
10104,1,,,,,,,,,,,,,1,,,1,,2,,,,,,,,,,,1,2,1,,,,,,,,,,2,,1,,,,1,1,,1,1,,1,2,,2,,,,1,2,2,1,1,1,,4,1,3,3,1,3,4,2,1,5,4,2,4,,2,1,3,1,3,1,1,,4,,2,,2,2,,1,1,,1,,,,,,,,,,,,,91
10105,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,2,,1,1,,,2,,1,,1,1,,3,,,1,,3,1,1,2,4,1,1,,2,1,3,1,1,2,1,,1,1,1,4,3,6,1,2,2,1,5,2,2,1,2,2,1,1,1,,1,2,,1,1,2,3,,,1,1,1,,1,,,,,,,1,,,,,,,94
