Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.111,muertes.Total 
8203,5,,,,2,,,,,,,2,,,,,2,,,,,2,,2,,,1,1,2,,1,,2,1,1,1,1,,1,,2,,2,4,3,4,3,,1,1,3,2,1,2,4,,1,1,3,3,,,3,6,2,3,3,3,3,8,2,2,4,2,5,6,3,9,3,6,4,1,8,5,9,5,5,2,4,2,4,7,4,3,2,1,1,1,2,,,,,,,,,1,,,,211
8204,2,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,2,,1,,,,,2,1,1,1,,,1,1,,,,,1,1,,,1,2,,1,,1,,,,2,,2,1,,2,1,2,,,,2,1,2,,,,,2,,1,,,,,,,,,,,,,,,,,,40
8205,,,,,1,,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,2,,1,1,2,1,2,1,,1,,1,,,1,2,1,1,,2,1,2,2,4,3,2,5,1,2,2,2,4,3,3,6,,4,7,2,3,5,3,5,3,5,2,8,6,6,7,2,5,6,1,1,2,3,7,4,7,2,5,3,3,,2,,2,3,,,,,,,,,,,,,191
8206,4,,,1,1,,,,,,,,,,,,,1,1,3,,,1,1,,,,,,2,,,,,,,2,,,,,,,1,1,,1,2,1,,1,,1,,2,2,,,2,2,1,2,3,1,4,5,4,,3,5,1,3,1,1,4,3,4,4,1,2,1,2,3,4,2,1,2,1,1,2,3,3,1,1,1,,,,1,,,,,,,,1,,,,,115
8207,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,1,,,,,,,1,,1,,1,1,1,,,,1,1,,,1,1,1,1,1,,3,,2,,1,,,1,2,1,,1,,2,1,1,3,1,4,3,,,1,3,,,1,,1,,,1,1,1,,1,,1,2,,,,,,,,,,,,,,,56
8301,30,4,,,1,1,,,1,,2,1,,,,,2,3,2,1,,4,2,1,1,,1,4,,1,4,1,2,6,1,3,2,1,2,4,3,8,3,4,12,11,9,9,11,8,10,11,9,8,6,12,15,10,6,13,10,8,14,17,20,8,8,26,18,17,19,26,22,25,24,18,32,21,19,28,26,23,21,25,14,17,37,21,16,25,21,17,16,8,7,11,9,6,5,2,,1,1,,1,,1,,,,,977
8302,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,1,,,,2,,,,,,,,2,2,,,,,,,,1,1,,,,,,,2,,1,,1,2,,,3,1,,,,,1,,2,1,,,,,1,,,,,,,,,,,1,,,,,,,31
8303,2,1,,,,,,,1,,,,,,,1,1,1,1,,,,1,,,,,1,,,,,,,,2,,1,1,,,2,2,1,1,,3,2,2,3,1,1,3,1,,2,2,2,2,5,2,1,4,2,1,,2,2,1,2,2,,4,5,6,1,4,5,4,4,5,2,3,4,2,5,6,5,2,2,1,5,1,1,1,,,,,,,,,,1,,,,,,,147
8304,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,2,1,,1,,,,1,,1,1,1,,,,2,1,2,1,4,2,,,,2,1,5,4,2,3,,,2,2,6,2,3,3,3,6,4,2,5,1,3,4,5,2,5,5,5,4,2,5,2,3,4,3,1,1,,1,1,,1,,,,,,,,,,,,,,137
8305,2,1,,,,1,1,,,,,,,,,,,1,1,,,,1,1,,,,,,1,,,,,,,,1,,,1,,,2,2,2,,2,1,1,2,,,4,2,3,,,2,5,,4,2,4,3,3,7,5,1,2,4,6,5,3,5,3,3,4,8,5,2,6,3,5,6,7,6,2,2,2,4,1,6,3,4,2,1,,1,1,1,,,,,,,1,,,,183
8306,5,,,,,,,,,,,,,,,1,,1,,,,1,,,,1,,1,,,,,,,,1,,,,1,,1,1,,1,,,,1,4,2,3,1,,4,1,3,2,4,,1,,2,2,3,4,4,3,4,1,3,3,3,3,5,5,2,2,1,6,2,1,1,3,3,3,2,2,7,2,2,1,6,3,1,1,2,1,1,,,,,,,,,,,,,141
8307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,1,2,,4,1,1,,,1,,3,,3,1,3,2,,,1,,2,2,,3,2,2,1,2,1,1,1,3,,2,,,1,,,1,,,,,,,,,,,,,,,52
8308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,1,1,1,,1,1,,,1,,,1,1,,1,2,1,1,,,,1,,1,1,2,1,1,,2,,1,,,,1,,,,1,,,,,,,,,,,,28
8309,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,1,,,1,,,,,1,2,1,1,,,2,,2,1,1,,,2,2,1,2,2,,2,1,,1,3,,1,4,1,3,2,1,5,3,,2,1,2,2,2,,1,,1,,,1,1,1,,,,,,,,,,,,69
8310,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,1,,,1,,1,,,2,1,,1,1,,,,,1,1,,1,1,,1,1,2,2,1,1,,3,2,,1,,,,2,,,,,,,,,,,,,,,,,32
8311,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,,1,,1,,,,,,1,,2,1,,1,,,3,,,1,3,,,,2,3,1,2,1,1,1,2,1,2,2,3,2,1,4,2,1,2,2,3,3,3,3,,1,1,1,,,2,,,,,,,,,,,,,,73
8312,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,1,,,,1,,,,,3,1,,,,,1,1,1,,,2,,,2,,,2,,3,1,,,,3,3,2,4,3,,5,2,,5,3,3,4,1,,3,5,3,2,5,5,2,4,3,4,1,1,,3,1,2,1,1,,1,,,,,,,,,,,,,,,108
8313,2,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,1,,1,2,,,1,1,,1,,1,1,1,,1,2,1,,2,4,3,2,2,,1,3,2,,2,1,2,4,2,1,2,3,3,2,3,2,3,2,6,3,1,7,4,6,3,8,2,10,3,4,5,2,2,3,2,1,4,2,6,1,2,1,,,,,,,,,,,,,158
8314,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,2,,,1,1,,,,,1,,,1,,,,,,1,,,,1,2,,,,,,,,1,1,1,,,1,,,,,,1,,2,,1,,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,27
8401,18,1,1,,1,,,1,,,1,,1,1,1,1,1,2,1,2,2,2,,2,3,,1,1,,7,2,1,5,3,2,5,7,3,3,4,1,3,7,8,5,8,9,16,8,11,11,10,8,8,14,14,12,11,13,10,14,18,19,11,14,22,23,27,21,18,26,12,19,21,27,21,25,34,32,30,28,31,27,29,28,33,28,14,22,17,14,19,19,11,12,9,10,3,5,1,3,,1,,,,,1,,,,1072
8402,1,,,,,,1,,,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,1,1,,,,,1,,,,,1,2,2,,2,2,1,2,1,3,2,1,2,1,1,4,1,4,2,1,4,5,2,2,7,6,2,1,3,4,2,4,2,6,6,4,6,6,5,3,2,6,6,3,3,2,4,2,3,,,1,,,,,,,,,,,,,,156
8403,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,1,1,,,,1,,1,,,,,,,,,,,,,2,1,,,,1,1,1,1,2,1,1,1,,,2,1,1,,2,1,1,2,,1,,2,1,,1,1,1,1,1,,,1,1,,,,,,,,,,,,,40
8404,2,,,,,,,,,1,,,,,,,,,,,,1,,1,,1,,,,1,,,,,1,1,1,,,,,3,,2,1,1,1,2,3,3,2,1,3,2,1,1,2,1,5,1,,2,1,4,4,2,4,2,1,3,2,1,1,3,2,1,5,5,1,4,2,2,3,5,3,1,2,3,4,4,2,5,3,2,3,2,,,,,,,,,,,,,,,,139
8405,2,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,2,,2,1,,1,,,,2,,,,1,1,1,,2,,1,1,,,,2,1,,2,2,1,2,2,2,3,6,1,2,5,6,4,,3,1,2,7,,6,8,5,6,3,3,5,4,8,5,7,2,,2,1,1,1,4,1,1,1,,1,,,1,,1,,,,,,,,151
8406,5,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,1,2,,1,1,,,,4,,,,,1,1,1,,,1,,,1,2,,1,2,,,,1,1,,4,2,1,1,3,2,4,2,4,2,4,3,4,2,3,1,4,1,2,2,2,6,6,5,3,3,4,2,3,2,4,3,4,3,,5,1,,1,,,,,,,,,,,,,,138
8407,3,,,,,,,,,,,,,1,,,2,,,,,,,,1,,,,,,,,,1,,,1,1,2,1,1,,2,,1,,1,,,,,,2,,,,2,,1,,1,1,,1,,3,2,5,3,3,,3,,3,,2,4,2,3,4,4,2,5,1,2,6,1,1,1,2,2,,1,,2,1,1,1,,,,,,,,,,,,,,96
8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,1,1,,,,1,1,,,1,,,1,,,2,1,1,3,,1,1,1,1,,1,,2,1,,,,2,2,2,2,,2,3,1,,2,5,1,3,1,3,1,1,1,,1,1,1,,,1,,,,,1,,,,,,,,,,61
8409,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,1,1,,1,2,1,2,,,1,1,,,,1,,1,1,1,,1,2,1,,2,,,1,1,1,,2,2,4,1,1,2,3,,5,3,1,3,2,1,1,2,1,2,3,2,3,1,3,,,1,,,1,,,,,,,,,,,,78
8410,1,,,,,,1,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,1,,,1,1,,,1,,,,1,1,,,,,,,,,1,1,,,,2,,1,2,,,2,1,1,,1,2,,1,,,1,,1,1,1,1,1,2,1,,1,1,1,,1,,,1,1,2,,,,,,,,,1,,,,,,,,,45
8411,2,1,,,,,,,,,,,,1,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,,,1,,1,1,1,,1,,2,,1,2,,,5,3,2,1,,1,3,1,2,3,1,1,,2,3,,3,1,2,3,3,2,1,3,,1,2,2,1,,5,2,3,3,2,4,2,,,,,1,1,,,,,,,,,,,,93
8412,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,1,,,1,1,,1,,,,1,1,2,,,1,,,1,2,1,,1,1,2,2,1,,,,1,,3,2,,1,,2,1,1,,2,2,1,,4,4,1,,3,,1,2,2,,,,,,,,2,,,1,,,,,,,,,,,,,,60
8413,4,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,,,,,,1,,,2,1,,,1,,1,1,,1,2,,1,1,,1,3,1,2,1,1,2,2,3,,2,2,6,4,1,4,1,3,3,,3,1,4,3,7,5,5,4,4,2,3,2,1,3,1,,1,2,3,1,3,,,2,,1,,,,,,,,,,,,,,123
8414,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,2,1,1,1,,,1,,1,2,1,,2,2,3,1,1,2,,,1,5,1,2,2,2,2,3,1,2,2,,1,3,2,2,5,1,3,3,1,4,1,1,2,1,2,5,1,5,1,2,2,3,3,1,1,,,1,,,1,,,,,,,,,106
8415,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,1,,,1,1,,,,1,2,,1,,,,,,,2,1,3,,,2,3,2,2,,1,2,,3,1,,,2,1,,,1,1,,1,4,3,2,,2,,,1,,,,,,,,,,,,,,,,,,,50
8416,7,1,1,1,1,,,,,,,,,1,,,,,2,2,,,4,,1,,,1,1,,,1,1,2,,3,1,,2,3,2,2,3,1,1,2,2,3,5,2,5,4,7,3,4,6,2,4,4,8,7,5,7,3,4,3,10,11,8,3,5,5,6,7,9,8,6,13,10,12,12,15,14,11,12,11,12,12,9,10,8,5,5,3,2,7,2,1,2,1,,,1,,,,,,,,,403
8417,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,2,,,,,1,1,,,1,,1,,,,1,1,,,,2,2,1,,,1,,,,,,,,,,,,,,,,,,20
8418,1,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,2,,,1,1,,1,1,2,,,,,,2,4,1,1,1,2,2,1,,,1,,,3,,1,1,1,3,1,2,5,1,1,1,1,4,4,3,1,3,5,4,4,3,4,3,2,4,2,3,5,2,3,1,4,2,,2,1,3,2,2,,1,,,,,,,,,,,,,,126
8419,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,2,,,3,,1,,1,1,,1,,,,1,1,,,1,2,2,2,,,2,,,3,,3,1,2,2,1,2,2,3,1,2,3,,2,2,1,1,2,,1,1,,1,,1,,,,,,,,,,,,,,,,60
8420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,1,1,,,,,1,1,,,,1,,1,,1,,,,,,3,,1,1,,1,,,1,,,1,3,1,1,,,1,2,2,1,1,1,,3,,,,,2,1,,,,,,,,,,,,,,,,38
8421,5,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,2,1,,,1,,2,,1,,2,1,,1,1,,,2,2,2,1,3,,1,2,5,,,2,2,1,5,1,2,,5,1,5,3,,5,6,8,4,7,3,4,1,3,2,2,5,1,3,3,1,,,1,1,2,1,1,,,1,,,,,,,,,,131
9101,40,3,3,1,,,1,,1,1,1,,1,,3,4,,3,4,2,5,2,,3,3,4,4,2,3,2,,4,4,4,5,3,8,5,3,4,6,7,11,6,13,10,12,9,9,18,11,10,7,15,24,14,9,16,9,17,9,14,23,23,27,27,20,25,21,27,26,22,23,34,34,30,35,38,30,41,39,43,30,29,32,36,28,29,37,19,28,29,20,26,14,13,11,5,9,8,1,3,1,,2,,,,,,,1390
9102,3,,,,,,,,,,,,,,,,,4,,,1,1,1,1,,,,1,1,2,1,,,1,,,2,,1,1,,1,2,1,,4,1,1,1,,3,1,,4,,,2,3,1,4,4,3,1,4,5,2,2,3,6,2,3,1,3,2,2,5,5,6,4,3,5,5,9,3,7,8,4,4,4,3,3,4,1,3,,3,2,,1,,,,,,,,,,1,,,186
9103,2,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,1,1,,,2,,2,,1,,,,,,,2,2,1,1,3,2,,1,1,1,,1,2,3,2,,2,1,5,1,4,2,1,1,2,5,5,3,1,4,6,3,,2,2,3,2,4,1,4,4,6,4,6,9,2,2,2,1,2,1,1,1,,1,,,,,,,,,,,141
9104,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,,,,,,,,,,,1,,,1,,,1,,,1,1,,1,1,,1,1,1,,1,,,1,1,2,1,3,2,2,2,3,,,1,2,3,1,,,1,,,1,,1,,,,,,,,,,,,,,,,,43
9105,5,2,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,1,,1,1,,,,,,1,,,1,,2,,,1,2,,4,,2,2,,,1,3,4,,,1,3,4,4,1,5,4,2,3,2,7,,3,5,3,10,3,3,7,7,6,7,5,3,6,3,5,5,7,4,1,2,3,1,3,,2,1,,,,,,,1,,,,,,,,179
9106,5,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,1,,,1,,,1,,,,,,,1,2,1,1,,,1,,,1,,,,5,1,2,,2,2,,2,1,2,1,3,4,3,2,3,2,1,4,1,3,2,4,5,3,1,,2,5,2,5,3,,1,1,1,,1,,1,,,,1,,,,,,,,,,,100
9107,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,2,,1,,,,,1,1,,1,,1,1,1,1,,2,,1,3,2,,1,2,1,,2,5,3,6,2,2,3,5,3,6,1,3,2,5,3,3,4,7,2,2,1,2,5,1,,4,2,,2,,,,,,,,,,,,,,,111
9108,7,,1,,,,,,,,,1,,,,1,1,,1,,1,,,2,3,,,2,1,1,,,,,,,1,,,,1,1,2,2,3,3,2,1,3,,,2,3,,2,2,2,3,6,,5,3,1,5,2,4,3,3,3,4,3,5,2,5,3,4,7,5,6,8,10,4,6,6,5,6,3,2,3,4,5,3,1,2,1,3,1,,,,,,,,,,,,,,,207
9109,2,,,,,,,,,1,,,,,,1,1,,,,,1,,,,,1,,1,1,1,,,2,1,,,1,1,,1,1,1,,2,,,,1,2,,,1,1,3,,1,,1,2,,3,5,1,5,2,4,2,2,4,2,5,2,,1,5,5,6,4,5,9,9,4,4,7,3,6,6,4,3,5,3,2,4,1,3,,,,,,,,,,,,,,,,168
9110,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,1,,,2,,1,,2,1,2,2,,1,,1,1,3,1,2,2,4,3,1,1,,,2,1,2,,,,,,,,,,,,,,,,,,,43
9111,7,,,,1,,,,,,,,,,,1,,,1,1,,,,1,,,,,,1,,1,,,,1,2,,,,1,1,,,1,,5,2,2,4,3,1,1,,4,2,1,2,5,2,2,1,3,1,3,5,6,5,7,4,7,5,6,7,4,9,8,9,6,12,4,12,3,6,13,6,7,8,5,5,4,5,8,1,3,1,3,1,1,,,1,,,,,,,,,,261
9112,6,,2,1,,,,,,1,1,,1,1,,,,1,,1,,2,1,3,,1,1,,1,1,,,1,1,3,,3,3,2,2,1,1,3,4,4,5,3,3,4,1,3,4,1,,1,5,3,5,6,1,5,8,3,5,9,7,5,2,5,6,5,8,9,7,9,15,10,11,12,15,7,10,7,10,12,9,7,5,7,9,5,2,3,4,4,3,1,,,,,,,1,,,,,,,,360
9113,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,,1,1,,1,2,,2,,,1,1,1,,,,,,1,1,1,,,1,1,2,3,3,3,3,2,,3,3,,1,,,3,,1,,3,1,2,,,,,,,,,,,,,,,,,53
9114,2,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,1,,,1,1,1,,1,,1,1,4,1,1,1,2,2,3,3,2,3,3,2,2,,3,2,5,1,,1,7,1,3,,10,7,5,3,5,4,7,3,5,4,9,9,4,6,3,3,2,8,2,4,2,4,1,2,3,2,,1,,,,,,,,,,,,182
9115,6,1,,,,,1,,,,,,,,,,1,,1,,,,,,1,2,,,,1,,,,2,,,,,,1,1,1,2,1,1,,1,,,1,,,1,1,1,1,1,1,3,1,5,2,2,3,4,2,,2,3,5,,,2,2,1,1,3,2,4,1,2,4,2,2,3,3,1,3,3,1,1,2,3,,1,2,2,,,,,,,1,,,,,,,,115
9116,2,,,1,,,,,,1,,,,,,1,1,1,,,,,,,,1,,,,2,,,,,,1,,,,,,,1,,1,,2,,,1,,,1,,2,,,3,1,,2,5,2,3,,2,3,2,3,2,,2,3,1,2,2,2,1,6,5,2,1,2,2,2,7,3,5,3,4,3,4,4,,2,1,,1,,2,,,,,,,,,,,,119
9117,1,1,1,,,,,,,,,,,,,1,,1,,,,,,2,1,,,,,,,,,,,,1,1,1,2,,2,1,1,1,2,1,1,,,,1,1,,1,2,,3,,1,3,3,1,5,,,,2,2,3,,2,4,2,1,4,2,1,3,4,3,4,3,2,2,3,1,5,,4,3,,3,,2,,1,2,,,,,,,,,,,,,,111
9118,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,1,1,1,2,1,,1,1,1,,,1,1,1,2,1,1,2,1,2,2,,2,2,2,,3,2,3,2,2,3,2,3,2,3,5,5,2,1,,3,1,3,1,,1,2,,,,1,,,,,,,,,,87
9119,2,,,,,,,,1,,,,,,,,,,1,,,,2,,1,,,1,,1,1,1,,2,1,,,,1,2,,,3,1,1,3,1,,1,1,,1,2,1,1,1,1,1,1,,5,4,4,2,3,3,2,3,2,4,4,6,8,5,3,3,2,8,3,4,4,7,1,2,6,3,4,1,1,3,4,4,3,1,3,,,1,,,,,,,,,,,,,,163
9120,7,,,,,,,,,,,,1,,,,,1,,1,2,,1,,2,1,,,1,1,,,,,,,1,1,1,2,2,2,2,2,,1,6,2,,3,1,5,,4,3,1,4,1,2,2,,5,3,3,6,4,7,7,3,8,2,5,5,13,6,7,8,11,5,18,10,4,4,6,12,7,6,7,8,8,2,5,7,2,6,2,1,2,1,,,,,,,,,,,,,292
9121,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,2,1,1,2,,,1,3,,1,2,,,1,3,3,1,2,1,,,2,4,,,2,2,2,,,4,5,1,2,,,1,1,2,1,1,2,,,,,,,,,,,,,,,,61
9201,5,,,,,,1,,,,,,,,,,2,3,,1,1,2,1,3,,1,1,,2,,,1,1,,2,2,,1,4,2,,1,2,,1,1,2,3,,3,1,2,4,5,2,2,3,3,7,6,7,5,6,3,2,12,3,8,10,12,7,8,6,8,7,11,10,12,12,12,5,9,12,9,11,12,15,6,7,3,5,9,6,1,6,3,1,3,1,1,,,,,,,,,,,,370
9202,4,,,,,1,,,,,,,,1,,,,,,1,1,,,,1,,,,,,,1,1,2,,,1,,,1,,,,2,,,2,2,,,2,1,,1,1,3,1,4,1,2,4,,1,2,2,,4,2,4,2,1,2,4,5,1,3,2,7,4,2,4,1,5,5,4,9,5,4,6,8,1,1,2,2,2,2,1,1,2,,,,,,,,,,,,,154
9203,2,,,,,,,1,,,1,1,,,,,,,,,,,,,,1,,,,1,,,1,,,1,2,,,,,,1,1,3,,,1,2,,3,1,2,,,4,1,,3,,1,1,1,,2,1,2,3,2,1,3,1,3,1,3,1,6,4,12,7,2,3,5,3,5,4,2,2,,1,4,2,,2,1,2,4,,2,,,,,,,,,,,,,132
9204,2,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,1,,,,1,,,,,,1,,1,,,1,3,1,1,2,,1,,,,2,1,,1,,,1,,,1,2,1,1,,,2,,2,1,1,1,2,2,,2,,1,,,,2,,1,,,,,,,,,,,,,,,,,,45
9205,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,2,,,1,,,,,1,,,2,,,1,,,,1,,1,,1,,4,,,,1,3,,2,3,,1,1,4,1,2,,1,1,1,2,,2,1,,1,3,3,,1,2,1,1,1,2,1,,,,2,,,,,,,,,,,,,,,,,61
9206,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,1,,,1,1,2,,2,1,,,2,1,2,1,1,2,2,1,1,1,,3,,1,,3,1,1,2,,1,2,2,1,1,2,,1,,,,1,1,,,,,,,,,,,51
9207,1,,,,,,,,,,,,,,1,1,,,,,,2,,2,,,,,,,,,,,,,1,,,,,,,,2,1,1,2,1,,,1,,1,,2,1,,2,2,2,1,1,,2,1,,1,2,3,,3,3,1,1,2,2,1,2,1,3,1,4,1,,1,2,2,4,,2,1,,,,,,,,,,,,,,,,,,,,74
9208,3,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,1,,,,1,,,,1,,2,1,,2,2,,4,1,2,1,2,2,1,1,1,,5,3,,1,,4,,,,1,6,2,1,3,,1,2,,1,,,,,,,,,,,,,,64
9209,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,1,,,1,,2,1,,1,,1,2,1,1,,,,3,,,,1,1,2,1,1,,2,3,2,1,3,3,1,2,2,5,3,3,2,3,1,1,2,,,1,,2,4,3,1,,,,,1,,,,,,,,,,,,,76
9210,1,,,,,,,,,,,,,,,,1,,1,,,,,2,,,,,1,,1,,,2,1,1,,2,1,1,,2,,1,1,,,,2,1,3,1,,1,1,2,,1,,2,,1,,1,1,4,2,1,4,3,3,8,4,7,4,4,3,4,3,8,1,9,4,1,5,3,4,4,10,4,1,4,3,3,,2,,2,1,,,1,1,,,,,,,,,161
9211,2,,,,,,,,,,,,,,,1,,,,1,1,,3,1,,,,,,,,,,,,1,,2,1,,1,1,1,3,2,2,3,1,2,3,1,3,1,,1,1,2,,2,1,5,2,8,8,3,4,4,7,4,3,5,5,4,7,1,12,10,4,11,11,8,10,6,5,3,6,8,7,5,9,2,2,2,2,3,,2,2,,,1,,,,,,,,,,,245
10101,37,,1,,,1,,1,,1,,,1,4,4,1,5,9,3,4,4,,5,5,4,5,4,3,4,4,2,1,3,4,3,7,4,6,2,6,5,4,13,5,7,9,6,16,8,14,7,15,8,13,12,19,8,15,10,13,17,13,19,21,31,15,18,17,20,24,21,21,12,21,19,26,28,19,28,24,29,20,25,23,21,19,25,21,22,16,19,22,15,8,4,1,,3,,1,,1,,1,1,,,,,,,1066
10102,4,,,,,,,,,,,,1,1,,1,,1,,,2,,,1,1,1,,,,1,,1,3,1,,2,1,2,2,1,,,1,2,1,1,2,1,,2,1,4,,1,2,1,,3,1,3,,2,1,3,6,6,4,5,3,8,3,3,5,4,5,3,3,2,8,4,7,5,6,4,9,8,2,4,3,2,6,2,2,1,1,2,4,,1,,,1,,,,,,,,,,201
10103,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,2,,,,,,,,2,,,,,,,1,,,2,1,1,1,2,,,1,,1,1,,1,,,2,,,1,,,,,,,,,,,,,,,25
10104,4,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,2,,,1,,2,,1,,3,,1,1,,,1,1,,,1,3,,1,,1,2,,,1,1,1,4,3,2,3,2,1,2,2,1,4,1,1,2,2,4,3,1,5,2,6,3,1,1,2,3,,2,2,1,1,,1,,1,,,,,,,,,,,,104
10105,3,,,,,,,,,,,1,,,,,,2,,,,2,,1,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,1,2,1,3,1,2,1,1,1,2,2,1,2,1,1,2,,4,5,5,1,2,2,,1,1,,3,3,3,3,3,2,,1,1,2,1,2,,3,1,3,1,1,,1,,1,1,,1,,,,,,,,,,,,96
10106,3,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,2,1,,2,,,,1,1,,,1,1,1,1,2,1,1,,1,2,2,1,3,,1,2,,,1,1,2,1,5,4,2,1,1,,,2,3,1,4,3,3,1,,1,3,3,4,2,,,,4,1,2,1,1,,,,,,,,,,,,,,,,,90
10107,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,1,,1,1,4,,3,1,3,2,1,,,1,2,2,2,,3,2,1,,2,1,4,2,2,3,1,2,3,1,1,1,2,2,4,4,2,5,3,2,2,4,3,6,3,2,1,5,1,1,,1,2,,1,,,,,,,,,,,,,,,,114
