Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.112,muertes.Total 
1101,42,2,,1,3,1,1,,1,,,,1,,,1,1,,2,,1,4,3,1,6,,2,3,4,6,2,3,,1,5,3,1,4,3,5,5,6,4,4,3,6,9,9,11,6,9,9,8,6,9,12,15,11,7,19,17,19,12,9,11,21,20,17,18,20,21,17,14,14,23,18,24,24,22,30,26,21,15,31,22,25,23,19,17,19,15,6,13,10,4,5,8,5,3,2,1,,,,,,,,,,,942
1107,8,,,1,,,,,,,1,,,,1,,1,1,1,2,,,5,1,2,2,,3,,2,,,,,1,1,,1,2,1,4,1,1,3,2,,3,2,1,2,2,3,8,,1,8,3,4,2,2,1,7,4,1,6,6,2,1,4,,4,2,2,3,4,1,1,6,5,2,4,4,6,2,1,2,1,3,3,,2,2,,,,,1,,1,1,1,,,,,,,,,,,185
1401,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,1,,2,,,,1,,,,1,,,1,,,,,1,4,,2,1,1,,,1,3,1,,,2,2,1,1,,1,1,,,,,2,,,,1,1,,,,,1,,,,,,,,,,,38
1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4
1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
1404,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,8
1405,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,1,,,1,1,,1,,1,,,,1,1,,,,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,18
2101,46,3,3,1,2,,2,1,1,,2,,1,2,,,2,4,5,7,3,10,2,1,1,5,1,4,13,7,5,6,5,5,6,4,8,8,3,4,6,6,8,14,16,12,17,16,17,20,11,24,20,16,22,18,13,29,21,22,31,30,39,29,27,43,24,36,28,39,35,27,32,42,28,31,43,45,49,34,52,41,36,54,42,32,23,27,33,19,23,18,12,9,9,6,5,2,5,3,1,2,,,,1,,,,,,1658
2102,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,1,,,,,,,1,,,,1,,1,,1,1,1,2,,,2,1,1,1,1,,,3,,,1,1,3,,1,2,,,4,1,1,1,3,2,1,,2,1,,,2,,,,,,2,1,,,1,,,,,,,,,,,,,,52
2103,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
2104,1,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,,1,1,,,,,,,,,,1,,,2,,1,3,2,1,,,,,1,,1,1,,1,2,,1,2,,1,1,3,3,2,3,1,3,1,1,3,3,,2,3,,3,,1,,,1,2,1,,,,,1,1,,,,,,,,,,,,,67
2201,32,5,2,1,1,3,1,,,,2,1,,,2,1,,,2,1,2,2,2,5,7,6,4,3,2,3,2,2,4,3,3,6,4,3,1,2,4,5,4,5,6,6,6,8,4,5,4,8,8,2,13,8,6,11,8,10,9,13,14,15,17,15,9,13,8,11,14,10,12,13,14,7,16,17,12,12,13,27,15,13,6,12,10,9,9,13,9,6,3,7,3,1,2,5,,,,1,,,,,,,,,,666
2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2203,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,2,1,,1,1,,,,1,,,2,,,,1,,,,,,,,,,,2,1,,,,,1,,,,,,,2,,,,,,,,,,,,,,20
2301,3,1,,,,,,,,,,,,,,1,,,1,,,,1,1,1,,,,1,,1,,,,,,,,,1,,,,1,2,1,1,,2,1,2,1,1,2,4,2,2,4,4,,,4,3,1,3,6,2,3,4,5,2,5,3,5,2,3,2,4,2,6,5,6,4,2,3,8,2,3,1,4,2,1,,2,,1,,,,,,,,,,,,,,,,151
2302,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
3101,33,1,1,,,1,,,,1,,,,,2,3,,1,3,,2,2,1,3,3,2,1,3,3,2,1,1,1,,2,4,5,3,3,2,2,3,7,4,8,5,5,3,6,9,10,4,5,4,8,7,9,5,10,10,14,7,9,9,9,11,14,7,13,11,19,11,24,7,18,23,9,24,17,27,24,24,16,14,19,16,16,10,8,12,10,11,6,7,8,5,3,5,3,2,,1,,,,,,,,,,717
3102,3,,,,,,,,,1,,,,,,,1,1,,1,1,,1,,,,,,,,1,2,,,,,,,1,,,,,,1,,2,,,,,4,1,,1,1,,2,,,2,1,1,,,1,1,3,2,,,,2,1,2,1,1,,4,,2,1,2,,,,1,1,,,,1,,,1,1,,,,,,,,,,,,,,,,57
3103,3,,1,,,,,,,,,,,,,,1,,,1,,1,,,,,,1,,,1,,,2,,1,,,,,,,,,,1,1,1,1,2,,,1,,1,,,1,,,,,,,1,,1,,,1,1,,,,3,2,,2,,,2,1,1,2,2,2,,1,,2,,,,1,1,,,,,,,,,,,,,,,,,47
3201,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,3,,1,,3,,,1,,,,,,,,,,1,1,,,,,1,2,,,,2,1,2,,1,,,2,1,1,1,4,2,1,5,,2,,4,3,4,2,4,2,2,2,,2,,,,2,,1,2,1,,,,,,1,,,,,,,,,,77
3202,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,2,,,1,,,,1,,,1,,,2,,,1,1,,2,,1,,2,1,2,1,,,,1,2,1,,2,,1,1,2,,2,1,2,,2,1,1,,1,1,,,2,,,2,1,2,,1,,1,1,1,1,,,,,,,,,,,,,,,57
3301,14,,,,,,,,,,,,,,,1,,1,1,1,,,1,,,2,1,,,1,1,1,2,,1,3,1,,,,3,1,2,2,,,3,2,1,,1,2,,3,2,2,2,3,4,5,6,7,7,5,6,5,1,3,8,2,6,7,8,5,10,7,8,7,10,10,11,12,7,4,7,8,6,6,10,2,6,3,2,4,2,7,1,2,1,,,1,,1,,,,,,,,301
3302,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,1,2,1,1,,,,1,,2,,,1,,,,1,1,1,1,,,2,,,1,,1,,,,,,,,,,,,,,,,24
3303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,1,,,1,,,2,,,,,1,1,,,,,2,,1,2,,1,1,1,1,1,1,3,1,1,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,31
3304,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,1,,1,,1,1,,,,2,2,1,,,,1,,1,1,,,,3,,1,2,1,4,3,1,3,2,4,1,,1,,1,1,1,,,,,3,1,,1,,,,,,,,,,,,,,,,52
4101,26,3,2,1,,,1,,,1,,1,1,,1,1,3,,5,4,3,3,3,1,3,2,4,3,2,4,2,4,2,,3,2,5,1,7,3,1,6,8,4,7,3,10,8,8,8,3,10,6,12,15,11,5,9,11,11,6,14,9,15,11,17,21,27,19,18,14,15,15,22,19,26,14,31,47,31,24,36,26,27,36,23,31,25,26,14,16,22,11,10,14,15,3,7,1,4,1,2,1,2,,1,,,,,,1032
4102,30,1,,,,1,,1,,,,,1,,,3,2,,,,1,4,1,1,4,1,1,2,1,3,4,2,2,2,2,3,1,3,3,6,2,4,3,3,,6,3,5,8,11,8,5,7,4,7,14,11,10,11,16,12,15,6,12,16,13,16,14,14,17,15,10,21,20,20,14,20,25,29,33,26,27,26,27,31,29,10,15,21,14,14,16,15,11,10,5,3,2,,3,2,1,1,1,1,,,,,,,877
4103,1,,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,1,,2,,,,2,3,,,,1,1,,,,3,1,2,2,2,2,1,,,2,3,2,2,3,5,1,2,3,3,,,,1,3,3,2,,,1,1,,,1,,,,,,,,,,,,,,,69
4104,2,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,,,1,,,1,,,,,,1,,,1,,1,1,1,,1,,1,1,1,,,,,,3,1,1,,,1,,,,,1,,,,,,,,,,,,,27
4105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,1,2,,,1,1,,,1,,,1,1,,1,,1,1,1,,,,1,,1,1,,,,,,,,,,,,21
4106,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,1,2,,,2,,,2,,,1,1,,,1,2,1,1,,1,2,,,1,1,1,1,1,1,3,,2,2,4,3,1,1,,1,5,4,1,4,5,3,4,8,5,2,3,4,2,2,2,1,2,2,3,,,1,3,1,,,1,,,1,,,,,,,,113
4201,3,,,,,1,,,,1,,,,,,,1,,1,,1,2,,1,,,,,1,1,,,,,,,,,,2,3,,,,1,2,2,1,,2,1,,2,,2,3,1,2,3,1,4,3,3,3,2,4,4,,5,1,3,4,5,4,6,7,6,2,4,10,8,9,8,4,5,8,8,5,6,1,7,2,4,2,,3,2,2,1,,1,,,,1,,,,,,,208
4202,1,,,,,,,,,1,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,1,,1,,,2,2,,,,1,,2,,,1,,,,,1,2,1,1,2,1,1,3,2,1,1,2,3,1,2,4,,1,1,1,2,,2,2,1,1,2,1,1,2,1,2,,,2,,,,,,,,,,,,,67
4203,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,1,2,,1,1,,,1,1,,,1,,,,1,,,1,3,1,1,2,,,,1,1,,3,,,1,1,2,3,,2,1,2,3,,2,2,2,,4,2,2,5,3,2,1,3,3,4,1,3,2,3,4,2,3,3,1,,3,2,,2,,1,2,,,,2,,,,,,,,109
4204,1,,,,,,,,,1,,,,,,1,1,1,,,,,1,,,1,,,1,,1,,,,1,,,1,1,2,,,,1,,2,,,1,1,,3,1,2,2,,2,2,2,2,1,2,2,2,1,,2,1,6,2,3,4,7,1,7,3,4,4,3,6,8,9,4,6,5,2,3,3,4,1,2,,1,2,,2,2,,,1,,,1,,,,,,,,,152
4301,7,2,,,1,1,1,,,1,,,1,,1,2,2,,2,2,,,,1,1,,2,2,1,1,,2,1,,2,3,3,2,2,2,4,4,2,3,6,4,2,,4,6,1,4,3,6,4,3,5,4,7,4,7,6,6,5,8,7,10,12,12,11,13,14,10,14,9,13,17,18,13,17,22,29,9,18,12,26,18,14,13,8,7,13,9,7,3,8,5,1,6,5,3,2,2,,,1,,,,,,587
4302,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,,1,,,,1,,,1,1,,1,1,1,,,,,,1,1,,,,2,3,1,2,3,2,3,1,2,3,2,1,2,3,2,3,2,1,1,1,4,3,2,5,2,4,4,3,3,1,3,1,1,1,1,,,,,,,1,,,,,,,,,93
4303,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,2,,,2,,3,,,1,,,1,,,,2,,1,,1,1,,1,,2,2,2,,4,1,,,,2,2,2,1,4,2,6,3,1,1,3,6,5,,1,9,,10,8,4,6,3,6,1,6,2,4,3,2,5,7,1,3,1,1,2,,,,1,,,,,,,,,,,153
4304,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,1,,,2,1,1,1,1,1,1,,,2,2,,,,,2,1,,1,1,5,2,,1,,1,1,,1,1,3,2,1,3,3,,1,1,2,1,2,,4,,,2,,1,1,3,2,,,,,,,,,,,,,68
4305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,,1,1,,1,,,,1,1,,4,,2,,1,3,,,1,1,,1,2,1,,,1,1,,1,,,,,,,,,,,,,,,,29
5101,36,2,1,,,,1,1,,,1,1,2,1,,1,4,3,2,2,2,5,3,3,6,4,5,3,7,1,6,3,6,5,4,8,8,4,12,10,11,3,6,12,13,9,14,9,9,19,12,22,14,24,12,24,19,29,21,33,32,33,31,31,42,38,27,44,42,47,42,33,49,46,56,48,58,74,66,60,73,74,58,65,65,64,64,44,50,33,38,39,24,24,20,19,24,11,11,3,5,1,3,3,,,,,,,,2192
5102,7,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,1,,2,,2,1,,,1,,,2,,,,1,,1,1,1,,1,1,5,1,1,,3,1,,2,,2,2,3,1,1,1,1,2,2,2,3,5,,7,8,2,5,4,3,7,7,1,4,6,3,1,,,,3,1,1,,1,,,,,,,,,,,128
5103,4,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,1,,1,,,2,2,,,2,1,1,,2,,,,,,,1,1,3,3,2,1,1,4,2,9,1,1,2,4,3,2,3,2,5,4,3,3,2,7,4,4,8,5,5,5,4,3,3,3,6,5,4,4,2,3,,1,,2,,,,,,,,,,,,159
5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
5105,2,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1,1,,,1,,3,,,,1,,2,1,1,1,1,,1,2,,1,2,,4,2,3,,4,,3,,2,1,5,,4,,4,6,2,4,,3,1,1,2,2,1,1,2,1,2,3,2,2,1,,,1,,,,,,,,,,,95
5106,6,,,,,,1,,,1,,,1,,,,,1,,2,2,,1,,4,,2,1,1,2,2,2,2,1,,2,4,,,3,1,2,3,6,2,6,5,6,7,8,11,8,4,8,5,5,8,3,8,14,13,15,8,10,10,13,14,17,12,20,32,13,22,19,27,18,28,33,31,32,26,33,24,25,32,36,34,18,20,21,19,12,15,16,7,9,7,7,6,1,2,1,,1,,,,,,,,920
5107,4,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,1,1,,,,,,1,,,,1,,1,,1,1,2,2,1,3,,3,1,2,1,1,1,3,1,,1,3,2,1,5,3,3,2,1,4,6,14,3,1,2,3,4,5,3,11,11,4,3,6,3,6,3,1,3,2,2,3,2,,1,,1,,,,,,,,,,,,,164
5108,17,1,,,,,,,,,1,,1,,2,1,,,,1,,,1,1,,1,1,1,,1,,1,3,1,1,3,3,2,2,,3,1,3,,2,7,2,3,6,2,6,8,3,4,1,4,4,7,4,4,10,12,15,12,7,10,10,11,12,21,12,14,11,9,17,16,20,18,19,18,18,20,25,17,20,22,20,17,28,15,13,12,18,13,8,9,7,6,2,3,1,,1,2,,1,,,,,,692
5109,31,3,4,4,2,2,,,,,1,,1,1,,3,2,2,4,4,4,3,5,6,2,2,2,4,5,1,4,2,2,3,4,3,9,10,4,9,4,4,3,6,4,11,9,5,12,16,12,17,18,14,19,14,19,16,9,15,17,25,28,30,33,25,23,36,39,30,42,36,53,38,55,60,56,57,62,61,63,67,70,60,71,53,65,56,52,56,42,41,49,39,23,25,16,15,13,10,9,5,1,4,,1,1,,,1,,2089
5201,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,1,,,,1,1,,1,,,,,,,1,,,,,,1,1,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
5301,9,1,,,,,,,,,,,1,,,,1,1,2,1,1,1,,1,1,2,,,,,1,,2,,1,1,,4,3,1,,2,2,2,4,,,1,3,,3,4,7,5,3,3,2,4,,8,1,5,2,14,7,2,7,9,7,7,4,5,5,7,6,12,15,10,13,9,16,12,19,12,13,13,12,8,13,11,11,5,4,6,5,2,3,4,2,1,2,,1,,,,,,,,,410
5302,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,1,,,,,,,1,,,,1,,,,,,1,1,2,,1,,,1,,,1,,1,,,,3,,1,,2,1,2,,1,2,,2,4,2,1,1,2,1,2,1,2,1,2,,2,2,1,,,,1,,1,,,,,,,,,,,,57
5303,2,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,1,,,,,1,,,,,1,,,1,,,,,,1,,,,1,,,,1,1,1,3,1,,,,,1,,2,,1,,,1,1,,3,2,,,,1,,,,1,,1,1,,,,,,,,,,,,,33
5304,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,1,,1,,,,,,,1,,1,,1,,,,,,,,,,,1,,2,,,,,1,,1,,,,2,2,4,2,2,3,1,2,3,2,3,2,,3,2,2,3,2,1,1,2,2,3,,2,1,1,1,,,,,,,,,,,,,,,67
5401,1,,,1,,,,,,,,1,,,,,,,,,1,,,1,1,,,,,,1,,2,,,1,,,,1,1,1,2,3,1,2,,,,3,2,2,2,,2,4,2,2,2,2,4,,3,6,5,4,3,4,3,3,5,1,6,2,8,2,7,1,8,5,10,9,10,4,3,7,3,2,4,2,6,7,2,2,1,2,,1,,,,,,,,,,,,,,199
5402,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,3,,2,,2,,,,,1,2,,,2,1,2,4,1,1,1,1,1,,1,2,,,1,1,2,1,4,2,3,5,2,2,3,4,1,3,5,3,3,5,4,2,6,2,,2,3,1,,2,1,1,,,,,,,,,,,,,105
5403,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,1,,1,,1,,1,,,1,,,,,,,3,2,,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,19
5404,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,1,1,1,,2,1,1,1,,,,1,,,2,,,,1,3,,2,1,2,1,,,3,3,4,4,,2,2,1,,3,2,2,2,2,2,,1,2,1,1,,1,,,,,,,,,,,,,,,,64
5405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,2,,,,1,1,,1,1,2,1,,,1,1,,1,,1,,1,,1,,1,1,2,2,1,,,1,,,,,,,,,,,,,,,,28
5501,13,,1,1,,,,,1,,,,,,1,,1,,1,1,1,1,,2,3,2,,1,1,1,4,,2,,1,4,1,,6,1,1,4,,3,2,5,6,3,4,3,6,3,7,4,6,9,5,9,6,5,6,4,9,13,6,5,10,6,9,11,8,9,11,8,10,11,10,25,15,20,15,12,17,11,22,19,12,13,14,10,10,16,16,9,7,8,4,2,2,1,2,1,3,,,,,,,,,574
5502,10,,,,,,,,,,,,,,,,,1,,1,1,1,,1,,,,,,,,1,1,,,1,3,4,,1,3,1,4,,1,1,3,3,1,,2,2,4,2,5,3,,2,3,2,5,4,3,8,4,2,5,5,10,7,10,5,11,5,6,8,5,10,10,14,9,14,6,10,7,14,8,10,3,8,4,7,4,5,1,2,3,2,1,1,1,,,,,1,1,,,,,327
5503,6,1,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,1,1,,,1,,1,,2,,,1,1,1,,3,1,1,3,1,,,2,4,2,3,2,3,1,3,1,4,1,2,2,2,4,3,2,2,1,3,1,1,1,2,,,1,,1,,1,,,,,,,,,,,,85
5504,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,1,,,1,,1,,,1,1,,,,1,,4,1,1,1,3,1,1,2,5,,,1,1,3,,2,2,2,1,1,2,4,,4,3,1,2,5,2,3,3,1,1,2,1,,1,,1,,,,,,,,,,,,,80
5505,9,,,,,1,,,,,,,,,1,,,1,,1,,,,1,2,,1,1,1,2,1,,,,,,,3,,,,3,4,1,1,2,3,,1,1,4,2,3,4,3,2,3,2,4,3,3,4,9,7,4,5,5,5,4,6,1,12,5,9,10,5,8,5,5,6,11,9,11,8,8,6,9,14,8,11,3,4,7,5,7,2,2,,7,1,,1,,1,1,,,,,,,325
5506,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,1,,,,,2,,,5,2,,,,,1,,2,4,3,2,,,4,1,4,1,8,2,1,3,3,6,4,6,7,3,6,3,4,3,6,3,3,3,4,9,2,3,1,,,,,1,,,,,,1,,,,,,,133
5507,2,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,1,,1,,,1,,,,1,,,,,,1,,3,,,1,1,,1,1,3,,1,,2,,1,2,2,1,2,,3,1,,3,1,1,,1,2,2,6,2,2,7,5,2,3,4,7,6,2,2,1,5,1,3,2,1,1,,1,,,,,,,,,,,,,,,,109
5601,7,,,1,,,1,,,1,,,,1,,1,1,,,3,1,3,2,1,3,,2,,1,,1,1,2,2,1,2,2,2,3,2,1,6,2,2,3,4,4,2,3,2,2,6,4,6,9,9,3,7,10,6,6,11,8,8,3,7,13,10,11,11,15,9,15,10,13,15,11,15,19,17,17,21,14,14,14,18,7,9,16,10,11,5,7,9,4,5,5,,,,1,,1,,1,,,,,,,554
5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,1,1,,,1,2,,,1,,,,2,,2,1,2,1,2,1,,2,3,3,1,,2,4,,5,1,2,,4,1,1,,2,1,1,2,,2,,,,2,,,1,1,,,,,,,,,,,62
5603,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,2,1,,1,,,,,,1,1,,,,1,,,,,,2,2,,,,1,,1,1,1,4,1,1,2,2,1,2,1,1,1,1,5,3,2,6,4,1,6,2,5,1,4,1,1,1,4,2,1,2,1,5,2,2,,2,2,1,1,,2,,,,1,,,1,,,,,,,,,107
5604,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,,,1,,,,,1,,1,1,1,1,2,,2,,1,,,4,2,3,1,2,1,4,2,3,,1,1,5,4,1,,1,,,2,1,,1,,,,,,,,,,,,,,,,,58
5605,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,1,,2,,1,,2,2,,4,1,1,1,,1,1,2,1,3,2,,2,,,1,1,,1,1,1,1,,,,,,1,,,,,,,,,,,41
5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,2,1,,1,,,1,2,,1,,,,,,,,1,,,1,,1,2,,2,,1,1,1,1,1,1,1,,1,1,4,1,,2,1,1,1,,1,,,,2,,,,,,,,,,,,,,,41
5701,11,1,1,,1,,1,,1,,,,1,,1,,,,1,,1,1,1,,1,,3,2,,3,2,2,4,1,2,2,1,1,1,1,1,6,4,5,3,4,1,3,3,6,4,6,2,1,2,2,3,4,5,4,7,3,9,7,13,6,5,6,4,3,11,9,8,8,14,9,10,19,9,13,11,13,8,13,15,9,12,11,5,11,15,11,4,4,4,3,5,4,2,,,1,,,,,,,,,,451
5702,3,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,2,1,,,,1,,,1,,,,1,1,,,1,,1,2,4,,1,,,1,1,2,2,1,2,,2,1,3,1,1,1,3,4,3,1,,4,1,1,,2,,1,,,1,1,,1,1,,,,,,,,,,,,,65
5703,,1,,,,,,,,,1,,,,,1,,,,,,1,,,,1,,,,,,,,1,,1,,,2,,1,,,,,2,1,1,2,1,,,1,,2,3,1,,3,2,1,2,,2,1,1,,,3,2,4,3,3,3,2,4,3,4,6,5,4,6,6,4,3,5,5,5,1,2,5,,2,2,,1,2,,1,,,,,,,,,,,,,132
5704,3,,,,,,,1,,,,,,,,,,,,2,,,1,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,1,1,,,2,1,,,,1,,,2,1,2,1,1,1,,2,1,1,2,1,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,37
5705,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,2,1,,,,,1,,1,1,,,1,,,2,2,,,1,,,1,2,2,1,1,1,2,,3,1,2,3,1,,2,2,4,3,1,7,1,2,3,4,5,3,4,3,3,3,4,3,,4,6,,1,3,1,,,,1,,,,,,,,,,,,,,109
5706,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,,,,,,1,,1,,1,,,,,1,1,1,,3,1,1,,4,,1,2,,2,1,2,1,2,3,4,2,2,,1,2,4,1,,1,2,2,1,,,1,,2,,1,1,,,,,,,,,,,,62
6101,34,,1,1,,,,,,1,1,,,,,1,3,3,2,1,6,4,3,1,1,5,5,4,4,6,,6,8,7,3,7,7,10,7,11,4,10,12,9,8,11,6,8,12,16,11,16,9,11,15,14,17,11,19,21,15,26,17,21,24,21,27,15,26,22,27,25,23,34,35,30,38,36,31,36,29,38,26,43,28,25,29,25,17,21,26,23,16,18,9,6,5,4,1,3,2,3,,1,,,,,,,,1320
6102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,1,,1,1,,1,1,,1,,,1,,,,,1,1,,,1,1,2,1,2,4,,2,3,2,1,,1,,3,1,1,1,1,2,1,2,1,,1,,1,,,,,1,,1,,,,,,,,,,,,,50
6103,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,1,,,,,,,1,,1,,,1,,1,,,1,1,1,1,2,1,1,,1,1,,1,3,1,1,2,2,,,1,3,,1,1,,,,,1,1,,,,,,,,,,,,,,39
