Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.109,muertes.110,muertes.Total 
8205,12,,1,1,,,,,,,,,1,1,,,,,1,,,1,,,,2,1,2,1,2,,1,,,2,,2,1,,1,,,,1,1,,3,5,6,1,,5,,4,4,5,4,1,3,8,3,,2,3,2,1,3,4,4,5,3,3,5,1,1,9,4,4,4,4,3,6,5,7,2,5,4,2,8,4,1,1,2,1,2,1,,,,,,,,,,,,,,,203
8206,4,1,,1,,,,,,,,,,,,,,,,,,2,,1,,2,,,1,,,1,,,,,1,1,,3,1,,,1,2,,1,,1,2,,2,1,2,2,1,2,1,1,1,1,1,1,1,1,5,1,1,2,,1,3,3,2,1,2,6,3,2,3,1,2,,3,3,3,5,2,3,3,1,1,,1,,,,,1,,,,,,,,,,,,108
8207,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,1,,,1,,,,,,1,,,,1,,,,,,,,1,,,,1,1,1,,1,,,,,,,,1,1,,,1,1,,2,3,1,1,1,1,4,2,2,,1,,,1,2,,1,1,,1,,,,,,,,,,,,,,,,,,,40
8301,27,6,1,1,1,,1,1,,1,2,,,,1,1,3,1,3,2,2,3,2,5,1,1,3,3,1,2,2,2,2,,1,6,2,6,6,3,5,4,5,6,1,1,5,8,9,7,11,4,5,8,7,6,13,11,13,15,18,15,17,15,12,10,15,17,22,12,16,19,17,18,24,12,24,27,20,28,30,18,23,20,26,26,16,22,12,18,12,4,7,17,9,5,4,1,1,3,2,2,,,,,,,,,885
8302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,1,,1,2,1,,1,1,1,,,,,,,,,1,,1,1,,,,,1,,1,,,,,,,,,,,,19
8303,6,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,2,2,,1,1,1,,1,,1,1,1,1,1,4,1,2,,1,1,1,5,1,2,,1,2,2,5,1,,1,3,4,3,,2,1,2,2,,,2,5,4,4,2,3,1,2,5,5,2,2,4,1,4,1,3,,2,5,3,3,,,1,,1,,,,,,,,,,,,,,134
8304,2,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,1,,,1,2,,1,2,1,,1,,2,1,,4,1,1,2,1,3,2,2,,2,2,2,3,1,4,3,2,1,2,1,4,2,5,,2,5,7,2,7,6,5,3,4,2,7,3,5,3,4,8,2,,1,2,2,2,,1,1,1,,,,,,,,,,,,,155
8305,1,,,,1,,,,,,,,,,,,,,,,3,,,,,1,1,,2,1,1,,,1,1,,2,,,,1,1,4,3,2,1,1,1,1,2,1,1,1,2,,1,2,,2,3,2,2,,2,2,5,3,,1,9,4,11,4,4,3,5,6,4,6,7,5,2,5,6,3,4,2,2,3,2,4,1,1,1,1,,,1,,,,,,,,,,,,,168
8306,2,,1,,,,,,,,,,,1,,,,,,,,,3,,2,,,1,,1,,1,,,1,,1,1,,,1,1,,1,2,2,,2,2,3,,2,3,2,1,1,3,1,1,,2,1,2,4,5,4,2,1,1,2,5,2,3,6,7,1,3,5,5,3,7,3,6,3,3,2,3,4,2,3,2,,1,,,1,,,,,,,,,,,,,,,147
8307,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,1,1,,1,,1,,1,,,,,,1,,,2,,,2,,,2,,1,1,1,,2,3,2,1,2,1,,1,1,1,2,,1,2,2,,1,,,,,1,,,,,,,,,,,,,44
8308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,1,,2,,,,,1,,1,2,,1,,,,,1,1,1,2,2,2,2,1,1,1,1,,,1,,1,,2,,,,1,1,,1,,,,,,,,,,,,,33
8309,2,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,1,,,,,,,,,1,1,,,,2,,,,1,1,,,,,1,,,2,,2,,1,1,1,2,,,1,,,1,2,1,1,1,4,2,1,3,1,2,1,2,1,1,1,1,1,1,1,2,,,1,,,1,,,,,,,,,,,,,,56
8310,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,1,,,,1,,,,1,,1,,,,,1,,,1,1,1,3,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,22
8311,4,,,,1,,,,,,,,,,1,,,,,1,1,,,,1,,,,,,1,,,1,1,,,1,,1,,1,,,,2,1,1,1,,2,,1,,,1,1,,1,,,,1,,3,4,2,,2,1,3,4,4,1,8,3,3,3,2,5,4,1,1,2,2,1,6,2,3,3,2,1,3,1,1,,,,1,,,1,,,,,,,,,110
8312,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,1,,,3,,1,3,,2,,1,,1,1,,5,,,2,1,3,,2,3,2,2,1,,,1,,1,2,3,3,2,3,2,3,2,2,8,3,1,1,2,,2,3,,,,,1,1,1,,,,,,,,,,,,,,87
8313,4,1,,,,,,,,,,,,,,,1,1,,,,,,,1,,2,,3,,,,,,1,,,1,,1,1,1,,2,1,2,3,1,2,3,3,1,3,1,3,3,2,3,1,5,2,4,2,3,6,4,2,,5,4,2,5,5,3,5,5,3,2,9,5,3,4,6,1,3,4,3,5,2,3,3,,1,3,1,2,3,,,,,,,,,,,,,,180
8401,31,3,,,,,,1,,,,1,,1,1,,1,1,3,1,4,2,3,2,1,4,1,4,6,1,6,2,3,4,3,6,2,2,10,4,7,6,7,5,6,5,4,6,2,2,10,6,7,5,7,13,9,17,10,11,11,16,15,19,18,16,26,16,19,11,15,34,26,28,32,23,20,21,27,14,30,25,23,28,28,31,18,27,26,20,10,11,10,8,12,4,3,5,2,1,,2,2,1,,,,,1,,994
8402,4,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,2,,,,,1,2,,1,,3,3,1,,1,,3,1,,3,2,1,1,5,1,2,2,5,,1,3,4,1,2,2,3,1,5,4,1,,4,5,4,3,4,4,5,5,6,3,4,3,4,3,4,1,2,2,1,2,4,1,,,,1,,,,,,,,,,,,,,150
8403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,,1,,,,,,,,,,2,,,,1,1,,1,2,1,1,,1,1,,2,,1,1,,,1,1,,,,1,2,4,,1,1,1,,3,,,,,1,1,,,,,,,,,,,38
8404,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,1,1,,,,1,2,1,,1,1,2,1,,1,1,,,,,3,2,1,,1,,1,4,,1,1,1,2,1,1,1,2,1,4,3,1,4,3,5,4,2,3,3,4,2,2,6,3,3,3,,2,6,2,2,2,1,4,2,3,2,2,1,1,,,,,,,,,,,,,126
8405,4,,,,,,,,,,,,,,,1,1,,,,,1,,,,1,1,,,,,,,,,,,,2,,,,1,,2,1,,1,1,,,1,2,,1,1,1,,4,4,1,1,2,,1,1,2,5,1,2,5,6,5,4,3,3,4,3,3,,5,1,3,1,3,3,4,5,4,5,2,1,1,2,,2,1,,2,,,,1,,,,,,,,129
8406,3,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,1,,,,1,,1,,1,,,3,,,1,,,2,,,1,,1,1,,1,1,2,2,2,1,,2,2,2,3,,2,2,4,1,5,2,1,2,2,2,1,2,4,2,2,1,2,1,,1,1,3,4,1,,,2,,,1,,,,,,,,,,,,,,89
8407,2,,,,1,,,,,,,,,,,,1,,,,3,,,,1,1,,1,,,,1,3,,,,1,1,,,1,1,3,,1,,2,2,1,1,2,,,,2,,1,1,2,1,1,1,,4,2,1,2,,5,3,2,3,2,3,1,3,3,5,2,1,2,3,2,3,2,2,,1,3,2,,3,1,,1,,1,,1,1,1,,,,,,,,,,110
8408,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,4,,,,1,1,,,1,1,2,3,2,,2,2,1,1,,1,2,2,,1,1,,1,1,,,,2,1,,,1,,,,,,,,,,,,,,,,,,,39
8409,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,1,,,,,,1,1,1,,,,,2,2,3,,,3,1,1,2,2,,2,1,2,1,3,4,1,1,6,2,3,,2,1,2,1,3,3,2,4,1,2,1,1,2,2,1,,,,,,,,,,,,,,,82
8410,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,,,1,,,,,,1,1,1,1,,,1,1,,1,,1,1,,1,1,3,,,,1,1,,2,2,,1,6,1,,,3,,,1,2,3,1,,,,,1,,,,,,,,,,,,,46
8411,1,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,1,1,,,,,1,,,1,,,1,1,,,1,2,,,1,,1,1,,,,,2,,,2,2,2,,,4,5,1,1,3,2,,1,1,4,1,,2,,1,,1,1,5,1,1,,3,,,2,,2,1,,,,,,,,,,,,,,67
8412,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,1,,,,,,,1,,,,3,,,,3,,,3,,,1,,1,,2,,1,1,1,,,,1,,,,,1,,,1,,2,,,,3,1,1,1,,,,,,,,,,,,,,,,35
8413,4,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,1,,,2,1,,,,,,,2,,3,,,1,2,2,2,,,2,,3,1,,,,,,1,1,2,2,,1,1,4,1,2,5,2,1,1,2,4,6,5,2,1,1,2,,1,2,1,1,2,1,2,,,1,1,1,,1,,,,,,,,,,94
8414,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,2,,2,1,,1,2,1,4,,1,1,,2,,1,2,2,1,4,1,,,3,3,1,1,,2,1,1,3,1,2,7,4,1,8,4,2,4,3,1,3,,3,8,4,1,2,2,3,1,4,,3,4,1,2,1,1,1,,1,,,,1,,,,,,,,,130
8415,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,2,,,,,,1,,3,,,,,1,,,,1,1,,,1,2,1,1,,,2,3,,,2,1,1,,3,2,1,2,1,3,1,1,1,2,1,,1,,,,,,,,,,,,,,,,,47
8416,4,1,,,,,,,,,,1,,,,1,,,1,,,1,1,2,,1,,1,2,1,1,,1,,,1,,3,3,3,2,1,,1,4,4,1,4,4,1,2,1,9,4,2,4,5,4,4,6,4,10,5,4,5,4,12,5,5,5,6,10,15,5,4,13,11,8,8,9,8,9,9,8,12,13,10,11,9,5,1,9,5,1,3,4,2,,,1,,,1,1,,,,,,,362
8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,2,,,,,,,,,,,,1,1,,,1,,1,,,,1,1,,2,,,,,,1,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,18
8418,3,1,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,1,,2,,1,,1,,1,2,1,,,1,,,1,3,,1,2,,2,2,,1,2,,3,,3,3,2,1,4,1,3,1,6,3,5,2,3,,3,2,6,,,4,4,3,3,1,3,1,1,,2,1,,,1,,,,,,,,,,,,,,,106
8419,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,1,,,1,,,,,,1,1,1,1,4,,,1,,,2,,1,1,1,3,,,2,,2,1,1,3,,1,1,3,,,1,1,2,,2,3,1,3,,,2,3,,,,,2,,,,,,,,,,,,,,,,,58
8420,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,1,,,,,,1,,,,,,,,,,,,,1,,2,1,,1,,1,,2,1,1,,2,,,,,1,1,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,26
8421,4,,,,,,1,,,,,,,,,1,,1,1,,,,1,,,,,,3,1,,2,3,,,1,,,,1,,,1,,1,1,3,,1,1,,3,,1,2,,2,3,,2,,3,2,,1,,,,1,,2,3,2,6,3,3,,6,2,4,4,3,2,4,2,1,1,4,1,1,2,1,2,,2,1,2,,1,,,,,,,,,,,,113
9101,37,4,,2,3,1,,,1,2,2,1,2,,2,1,1,2,2,2,3,2,6,3,1,5,4,5,5,4,2,3,5,3,9,3,6,8,5,4,7,5,12,7,4,13,4,10,16,6,11,5,10,15,13,15,21,20,27,12,15,23,22,14,21,20,19,28,28,27,26,31,33,39,30,41,32,25,30,23,37,35,34,38,39,30,31,22,29,32,22,25,20,15,13,10,8,8,2,1,4,1,1,,,,1,,,,1369
9102,5,1,1,,,,,,,,,,,1,,,,,1,,,1,2,,,,1,1,1,,,,1,,,2,1,1,1,,3,2,1,1,,1,1,2,1,,1,2,,,1,3,2,6,,1,1,2,1,3,3,3,2,4,8,2,,3,3,2,5,4,3,7,3,4,5,3,5,2,1,7,6,3,5,5,3,5,4,6,1,,,,,,1,,,,,,,,,,174
9103,1,,,,,,,,,,,,,1,2,,,,,1,,,1,1,,,,,,1,,2,,2,,,1,,,1,,,,1,1,,,,2,2,2,,1,1,,2,1,2,1,1,3,,1,2,2,1,1,1,,3,1,2,3,5,3,8,3,1,7,6,3,3,7,3,7,5,6,4,3,3,4,2,2,,2,,,,,,,,,,,,,,,,138
9104,,,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,1,,,,1,,1,,1,1,,1,,,,,1,,,,,,,1,1,,,,1,1,,,1,,1,1,2,,2,,,2,2,1,1,2,4,2,,,,,,,,,1,,,,,,,,,,,,,,,,38
9105,7,1,,1,,,,,,,,1,,,,,,,,1,,2,,,1,,,,1,,,,,,,,3,,,1,,,,,,1,1,3,3,1,,,3,,1,1,3,1,3,1,1,1,2,3,4,2,1,1,7,1,4,,5,1,2,4,4,6,5,1,4,6,5,3,7,5,7,1,2,1,3,1,2,1,2,1,1,,1,,1,,,,,,,,,1,151
9106,2,,,,,,,,,,,,,,,1,,,1,,1,,,,2,1,,,,,,,,,,2,,,,,,,1,,,,,,1,1,1,,,2,2,4,1,1,,1,2,1,,3,2,,1,,,3,4,1,4,3,2,5,3,1,2,3,,2,3,,3,2,2,1,2,3,1,2,,,1,1,,,,,,,,,,,1,,,,89
9107,2,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,1,,1,,1,,1,1,,,,2,,1,1,,1,,2,3,1,,,,2,1,,4,,1,,1,1,1,2,1,1,1,1,2,4,1,2,6,4,3,3,2,1,6,4,2,3,2,6,2,4,6,3,1,3,6,2,3,1,2,,2,,,1,,,,,,,,,,,125
9108,5,1,,1,1,,,,,,,,,,1,,,,,,,1,1,,1,,,1,,,,,,,2,2,1,1,1,,,3,,1,1,,,1,1,2,,,1,,1,,2,2,1,2,3,2,7,2,2,3,3,2,6,4,6,3,11,4,4,6,3,6,10,7,7,9,7,5,6,5,6,5,4,3,5,3,3,1,3,,1,2,,1,1,,,,,,,,,,209
9109,6,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,1,,,,,,,,,1,,2,,,1,1,1,1,3,,1,1,,,1,,1,,,2,4,,2,2,5,2,2,3,6,2,6,2,2,3,6,2,4,3,3,2,6,4,3,5,6,4,8,2,7,6,2,4,2,3,9,4,4,3,,,,1,1,3,,,,,,,,,,,175
9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,2,,1,,1,1,1,1,1,,1,1,,2,3,1,,1,1,1,,1,,1,,,1,1,1,,1,,2,,,,,,,,,,,,,,,31
9111,3,1,1,,,,,,,1,1,,,,,2,,1,,,,1,1,,,1,1,,1,2,2,,1,,1,,,,1,1,3,1,1,,1,1,1,,1,2,2,4,3,3,1,4,1,1,1,3,6,2,4,1,2,4,6,6,4,3,7,12,6,5,6,6,6,5,5,8,8,7,7,12,10,5,7,3,5,4,3,3,2,3,1,2,,1,1,1,,,,,,,,,1,,247
9112,10,1,1,,,,,,1,,,,1,,,,1,1,1,,,2,1,1,1,,,,1,1,2,3,,2,1,1,,2,2,2,3,4,1,2,1,4,2,4,3,2,,1,2,1,3,3,,5,5,1,2,9,6,4,5,3,8,3,8,9,8,14,7,7,12,6,7,9,4,11,10,8,7,11,8,7,8,4,1,2,2,6,5,5,2,2,,2,,,,,1,,,,,,,,319
9113,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,1,3,1,1,2,,,1,,1,1,,3,,,3,,,2,,,,1,,3,,3,,1,1,1,,4,4,,,,1,,,,,,,,,,,,,,,,46
9114,5,1,,,,,,,,,,,,,,1,,1,1,1,,,,,,,2,,,,2,,1,2,1,,1,,,,1,,1,1,2,,,2,,,,1,,1,2,1,,4,6,2,,2,3,2,1,1,3,4,2,2,5,2,6,3,12,3,11,4,4,6,5,7,7,3,5,7,3,3,3,3,2,5,1,3,2,2,,,1,,,,,,,,,1,,,182
9115,2,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,1,,,,,1,,1,,,,1,1,,,,2,,,,,1,,,,1,,,,2,,3,2,3,1,,2,1,,4,1,1,2,3,,3,3,4,2,5,1,1,5,3,2,5,,5,2,,,1,2,,,,1,,1,,,,,,,,,,,85
9116,,,,,,,,,,,1,,,,,1,1,1,,,,1,,,1,,,1,1,,1,,1,,,1,,,1,,,,2,,1,1,,1,1,1,1,1,,,1,,2,3,3,,3,1,,1,2,3,1,1,3,,1,1,2,,4,2,4,4,1,2,4,2,5,5,4,2,7,2,2,1,,4,2,1,2,1,,,,,1,,,,,,,,,,111
9117,1,,1,,,1,,,,,,,,,,1,,1,2,,,,1,1,,,,1,,,1,1,,,2,,,1,1,,1,1,2,1,,1,1,1,,,3,1,2,,,1,2,,1,,1,,3,1,,1,1,2,2,3,2,3,1,5,3,7,,6,3,4,4,2,1,2,3,3,4,3,1,,,,1,,2,,,,,,,,,,,1,,,,,109
9118,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,2,1,1,,1,,,,,,,,,,1,,,2,,1,1,,,,,,,,1,,2,2,1,,,4,3,2,2,3,2,1,1,1,2,4,1,2,5,,,5,1,4,7,,4,1,2,3,1,3,,1,,,,,,1,,,,,,,1,,,,,87
9119,1,,,2,,,,,,,,1,,,2,,,2,,1,,,,,1,,,,,,,1,,,,,,1,1,3,,,,1,2,1,1,,1,,1,,,3,1,2,2,1,4,2,,2,2,6,2,1,6,2,6,1,,3,2,3,8,2,1,2,5,4,1,7,2,2,4,2,3,2,4,2,,1,1,,1,2,,,,,,,1,,,,,,,,131
9120,5,,1,,,1,,,,,,,,,2,1,,,,1,,,,2,1,1,,1,2,2,1,1,,4,1,1,1,1,1,1,1,3,,1,3,1,2,1,1,2,,2,2,2,4,3,3,1,2,5,6,4,4,4,5,2,3,3,4,4,7,1,5,8,9,6,6,5,8,3,14,5,9,4,4,4,7,8,7,6,5,4,3,2,1,1,1,,,,,,,,,,,,,,253
9201,5,,,,1,1,,,,,,,,,,1,,,,1,,,,,2,1,,2,2,2,3,,1,1,1,3,1,1,2,,1,2,3,3,4,2,2,,1,2,2,3,,1,2,5,7,5,4,5,1,8,5,4,5,3,8,3,5,6,9,3,10,11,8,13,9,3,4,9,6,12,10,9,6,8,5,10,4,7,8,3,2,5,1,2,,2,1,1,1,,,,,,,,,,315
9202,4,,,,,1,,,,1,,1,,,1,,,1,,,1,,,,,1,,,,,,,,,,2,,1,,1,,1,1,,3,,2,1,2,,3,2,2,3,1,,,,,5,4,,2,,2,4,2,5,,2,1,4,1,1,1,1,4,4,4,5,7,5,6,7,4,,8,4,3,2,,2,2,2,,,,1,,1,,,,1,,,,,,,143
9203,1,,,,,,,,,,,,,,,,,1,,,1,,1,1,,,1,,,,,,1,,1,,,,,,1,,1,1,,1,,2,,1,,1,1,1,1,,2,1,1,,1,2,3,1,1,,2,6,2,4,4,2,6,1,6,4,3,4,3,3,6,3,1,5,1,3,3,5,3,4,2,1,,,2,1,,,,,,,,,,,,,,,121
9204,1,,,,1,,,,,2,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,1,3,,,,,,1,,1,1,,,1,1,,2,,1,,3,1,1,,,,1,1,1,,3,2,,,,2,1,,1,2,1,1,1,4,1,3,2,,4,2,,,,,1,,,,,,,,,,,,,,,,,59
9205,6,,2,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,1,,,,1,2,,,,1,,,,,1,,,2,,,1,,,,1,1,,1,1,,,,1,1,1,,1,,1,1,4,1,5,,3,,2,2,2,4,2,,3,,3,1,1,1,,,,,,,,,,,,,,,,,64
9206,3,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,,1,1,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,1,1,,,1,1,,1,2,1,2,4,,2,1,3,,1,2,1,1,2,5,3,,,2,1,1,2,,,1,,,,,,1,,,1,,,,,,,,,,,56
9207,3,,,,,,,,1,,,,,,,,,,,,,2,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,2,,1,2,,2,,1,1,,2,1,4,,3,,1,1,1,2,1,,2,2,4,2,,2,6,1,,1,1,4,2,3,,2,1,2,1,,3,,,,1,,1,,,,,,,,,,,,75
9208,3,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,,1,2,2,2,,2,1,1,1,,1,,,1,,1,,1,,,,1,2,,1,1,,1,2,2,3,1,,,,1,,1,1,4,2,5,,1,3,2,2,3,2,3,2,3,,1,3,2,3,1,3,,,2,2,,1,1,,,,,,,,,,,,,,91
9209,1,,,,,,1,,,,1,,,,,,1,,,2,,,,1,,,,,1,,,1,1,1,,1,,2,1,,1,,,1,2,1,,,,,,,,1,,,4,1,,1,1,2,,,1,,1,1,2,1,2,2,2,3,2,2,1,1,2,2,4,1,3,3,1,4,,1,,,3,,1,,1,,1,,,,,,,,,,,,,,78
9210,5,,,,,,,,1,1,,1,,,,,,,,,2,,1,,,1,,,,,,,,,,,1,,,,,1,2,1,,1,,1,,,,1,2,4,,1,,1,1,,4,,2,2,3,3,2,3,5,2,4,2,2,5,5,5,3,4,6,1,6,4,6,2,3,3,4,5,7,4,1,3,4,,,2,1,,1,,,,,,,,,,,,148
9211,1,,,,,1,,,,,,,,,,,,,,,2,,,,1,1,,,,,,,1,,1,1,1,2,1,1,,,,2,2,2,,2,4,3,1,1,3,1,1,2,,3,3,5,3,4,3,3,7,1,3,7,4,1,2,5,8,3,6,9,7,7,8,6,5,5,7,8,6,4,6,3,3,2,2,4,3,2,2,,2,1,2,,,,,,,,,,,,213
10101,33,1,1,1,1,1,1,,,,,1,2,,1,3,2,1,2,3,2,3,4,1,6,2,1,1,2,2,4,4,3,4,5,4,11,4,6,4,6,6,9,6,7,9,6,9,9,3,9,5,6,8,8,8,7,9,10,15,16,17,7,11,14,16,13,13,28,19,14,15,12,28,20,25,22,20,26,17,17,19,26,18,16,22,19,22,18,21,15,12,13,11,5,5,6,4,3,1,2,,,,,,,,,,910
10102,6,1,,,,1,,,,,,1,,,,,,1,1,,3,1,,1,2,1,1,,,1,1,1,1,2,,2,1,1,,2,,1,1,,,1,3,,2,3,1,,2,,,1,3,3,1,,3,3,4,1,4,5,1,,4,1,3,5,3,3,8,2,5,5,3,3,5,5,6,7,4,6,6,5,3,6,8,1,5,2,1,3,3,,1,,1,,,,,,,,,,198
10103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,2,,,,,1,,2,2,1,,,,,1,1,1,1,,,,,1,,1,,,,1,,,,,1,,,,,,,,,19
10104,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,2,,,,1,,,,,,,,1,,3,1,1,1,2,1,1,1,,1,1,1,,2,1,,4,2,1,1,3,1,3,1,1,5,1,4,3,2,5,2,1,,1,1,1,,,4,2,,1,2,1,3,1,,1,,,1,1,,,,,,,,,,,,83
10105,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,,,2,1,1,2,,,1,,,2,1,1,3,1,3,1,2,2,5,1,2,1,,1,2,,2,1,1,1,,2,2,1,,5,1,2,2,2,1,3,,2,1,1,1,,,,1,,,,,,,1,,,,,,,,73
10106,1,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,1,,1,,1,,,,,1,1,,,,1,,1,2,,,1,1,1,,2,1,1,2,2,,1,1,1,,,2,3,3,3,4,1,2,2,1,3,2,2,3,2,5,1,5,4,2,5,4,1,,3,1,3,2,2,3,3,,2,2,2,,,1,,,,,,,,,,,,,112
10107,3,,,1,,,,,,,,,,,1,,,,1,,1,,,1,,,,,,1,,,1,,,1,,,,1,,,,,1,1,1,,,2,,1,2,,,2,1,,1,,2,1,3,3,2,1,4,2,1,4,1,1,2,2,2,,3,5,1,3,7,2,1,1,2,,,,1,3,2,4,,,1,1,,1,,,,,,,,,,,,,93
10108,,,,,1,,,,,,,,,,,1,1,,,,1,,,,,,,1,,,1,,1,,1,,1,,,,1,2,,1,,,1,,,,2,,3,2,1,2,1,2,1,,,2,,,1,1,3,5,1,1,4,1,2,2,3,3,3,1,,3,5,2,2,7,3,2,1,1,3,6,3,3,,3,2,3,,,,,,,,,,,,,,,110
10109,2,,,,,1,,,,,,,2,1,1,1,,,,,,,,,1,1,1,1,,,,1,1,,2,,,,,,,,3,,,,3,,,3,1,3,2,1,,,4,5,2,5,1,,6,2,2,1,2,6,3,2,1,4,2,4,2,4,3,2,7,2,6,6,5,5,3,3,3,1,4,4,2,1,1,1,2,1,1,1,,,1,,,,1,,,,,,156
10201,4,,,1,,,,,,,,,1,,1,,,,,1,1,,,1,1,,,,,1,2,1,1,2,1,4,1,4,2,4,2,1,1,1,1,,1,2,3,2,1,3,5,4,1,1,3,2,6,5,4,6,2,,4,2,4,9,2,3,2,3,,5,6,3,4,13,10,5,6,3,5,5,4,6,13,4,5,2,2,7,3,2,2,3,3,1,,1,2,,,,,,,,,,245
10202,4,2,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,1,1,1,2,,1,1,,2,,2,1,,,,1,1,2,3,1,1,1,1,3,,1,3,5,4,3,4,3,,6,1,2,4,2,6,4,2,1,1,6,5,3,5,3,5,4,4,8,3,5,2,8,4,8,5,4,6,5,6,1,2,5,3,6,3,3,2,1,1,1,1,,,2,,,,,,,,,222
