Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.110,muertes.111,muertes.112,muertes.113,muertes.114,muertes.Total 
8111,8,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,2,,,,1,1,,2,1,,1,,1,1,3,2,2,,2,2,,2,5,3,2,2,2,4,2,3,,7,1,2,5,4,10,12,12,5,10,9,3,13,5,11,11,10,8,7,11,5,9,10,4,10,14,14,6,11,7,5,8,3,3,4,5,2,3,1,3,,1,1,,,,,,,,,,,,,342
8112,8,,,,,,,,,,,,,,,,1,1,1,2,1,1,,1,,1,1,1,1,,,1,,2,,3,,,2,1,1,,3,3,5,3,5,7,4,2,5,2,4,2,3,3,3,6,6,12,14,4,6,7,11,8,16,9,8,19,12,11,10,12,10,14,12,20,14,13,11,13,20,20,9,13,12,13,7,10,6,4,6,6,5,3,3,1,2,1,,2,,,,2,,,,,,,,,,507
8201,,,,,,,,,,,,,,,,,,,,2,,1,1,,1,1,,,,3,1,,,1,,1,,,2,,2,1,2,2,1,1,1,,1,4,1,,2,3,2,,1,1,1,2,1,3,1,3,1,2,3,3,,2,5,,4,1,1,5,2,3,4,3,5,6,3,6,4,5,3,1,4,7,2,1,2,3,3,1,2,,,1,,,,,,,,,,,,,,,,148
8202,5,,,,,,,1,,,,,,,1,,,,,1,,2,3,,,,,,,2,,1,1,1,1,,1,,,1,,1,,2,4,,1,1,1,1,2,3,1,,4,1,1,,3,2,3,4,2,8,4,4,2,3,6,6,1,7,5,3,1,4,1,7,5,11,6,3,6,6,5,3,3,6,2,1,5,5,5,4,1,1,4,2,,1,2,,1,,,,,,,,,,,,,208
8203,6,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,2,1,1,1,1,2,,1,1,2,2,,1,1,3,2,3,,,1,1,1,1,,3,1,3,2,3,1,1,1,7,4,2,6,4,4,1,3,4,1,1,7,5,2,2,3,6,5,12,3,6,4,6,5,4,6,6,4,7,5,3,3,2,2,3,,2,4,1,,1,1,,,,,,,,,,,,,,,209
8204,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,2,,,,,,1,,,2,,,,1,1,,2,1,1,,,1,1,2,,,1,1,1,1,2,2,2,,1,,,1,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,36
8205,4,,,1,,,,,,,,,,,,,,1,,,2,,,,,2,,1,2,,2,,,,,,2,1,2,,,,4,,1,,1,1,1,1,1,3,,,3,,5,2,1,3,7,3,3,3,5,3,1,2,4,4,6,3,2,2,4,5,4,6,8,4,5,10,6,10,11,5,4,11,3,6,4,3,2,2,,2,1,,2,1,1,,,,1,,,,,,,,,,,216
8206,2,,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,1,,,1,,,2,1,,1,1,,,,2,1,1,,1,3,1,1,3,2,1,2,1,3,1,4,2,4,3,,3,3,6,3,4,3,5,1,4,4,3,2,6,4,3,5,2,6,3,4,3,3,4,1,2,1,3,,,2,1,,,,,,,,,,,,,,,,,144
8207,2,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,1,,1,,1,,1,1,,,,1,1,,,1,,,,1,,,,1,,,,2,1,1,2,1,,2,2,3,,1,2,2,3,1,1,2,,1,2,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,48
8301,21,,1,,1,,,,1,,2,1,,1,,2,1,2,1,2,3,2,2,4,3,2,1,3,,5,2,1,3,3,2,3,2,3,4,6,2,5,7,5,7,9,6,5,8,5,8,7,16,8,9,10,10,11,12,18,8,17,11,11,16,16,14,19,18,20,15,12,23,20,39,22,27,23,33,30,35,31,35,28,26,21,33,25,18,15,21,33,17,14,9,13,5,7,6,4,2,2,1,1,,,,,,,,,,,,1054
8302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,1,,,,,,,1,,,,1,,,1,,1,,1,,2,,1,,,1,1,3,1,1,1,,1,,3,1,,3,,1,1,1,,1,1,,,2,,1,,,,1,,1,,,,,,,,,,,,38
8303,1,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,,2,1,,2,2,,,,4,1,1,2,1,1,,,,2,,,2,2,5,1,2,1,,5,5,2,1,1,4,4,3,4,3,2,3,3,3,6,6,4,3,6,6,4,4,3,2,4,6,5,2,2,5,4,4,2,1,2,1,,1,,2,,,1,,,,,,,,,,,,,,167
8304,1,,,,,,,,,,2,,,1,,,,,,2,1,1,,,,,,,,,,1,,1,1,,1,,,,1,1,,2,1,1,2,1,1,1,1,1,1,1,5,2,1,1,1,3,1,4,1,2,2,4,,4,2,1,3,4,4,2,2,5,1,2,3,6,4,2,2,4,3,2,1,4,3,6,1,2,,,4,3,,,,,1,,,,,,,,,,,,,,,135
8305,6,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,2,1,,,,2,2,,,,,1,2,,,1,1,,2,2,,1,4,,1,2,2,3,3,3,3,3,2,3,4,4,7,4,2,4,2,8,8,7,11,6,4,,,5,12,9,4,8,4,2,2,1,5,5,,,3,1,1,1,1,,,,,,,,,,,,,,,,190
8306,1,1,,,,,,,1,,,,,,,,,1,1,,,,,1,,1,,,1,,,,,,,,1,,,1,1,1,,,,2,,1,2,1,2,1,1,1,2,1,,1,1,1,2,3,,,,3,2,1,5,3,2,1,3,2,3,5,5,1,4,3,2,5,4,4,3,7,5,3,5,3,1,3,3,,,4,,4,1,,,,1,,,,,,,,,,,,,135
8307,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,1,,,,1,,,,,,1,1,1,1,1,,1,1,1,1,1,1,4,2,3,,1,1,1,2,3,,1,1,,1,1,2,3,,4,1,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,53
8308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,1,,,,,1,1,1,1,,2,,2,,1,1,2,,1,,1,,1,,2,1,1,1,1,,,2,,,,,1,,,,,,1,,,,,,,,,,,,30
8309,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,1,,,2,,,1,,1,2,1,1,,1,1,1,1,2,1,2,2,1,2,6,4,4,,1,4,,1,1,1,,2,2,5,1,,1,2,1,,2,1,,,1,1,,,,1,,,,,,,,,,,,,,,,68
8310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,,,,,1,1,,1,2,1,1,,1,,,1,,2,,1,,,,1,2,,1,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,24
8311,2,,,1,,,,,,,,,,,,,,,2,1,1,,,,,,,,1,1,,,,,,1,,,,,2,,,,,,,2,1,1,1,,1,,1,1,,2,,5,2,,2,3,2,1,2,,4,1,2,1,2,5,2,,1,,3,2,2,4,1,2,3,4,2,1,2,1,1,2,2,2,,1,,1,,,1,,,,,,,,,,,,,,,94
8312,,,,,,,,,,,,,,,,,2,,,1,,,1,,,,,1,,,,,,,,,1,1,,,1,,1,,,1,,,,,,,,,,2,,1,1,4,2,,3,,1,2,,3,1,3,1,3,1,,3,3,3,3,4,3,3,3,1,1,2,1,4,4,1,2,5,4,1,1,3,1,1,,,1,,2,,1,,,,,,,,,,,,99
8313,2,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,1,,1,,,1,,2,,,,,,,,,,,2,1,1,2,2,1,1,4,1,1,1,3,2,2,2,5,6,2,3,1,3,3,3,3,5,2,3,4,2,5,4,6,3,4,10,6,6,7,8,3,4,6,2,5,1,1,2,3,1,1,2,2,,2,,1,,2,,,,,,,,,,,,,178
8314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,1,1,,,,,,1,,,2,1,,,,1,,,2,,,,,,1,,,,1,,,1,,,,,1,,1,1,,,,1,,1,1,,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,25
8401,16,1,1,,2,1,,1,1,,1,,,1,,,2,,2,2,1,2,1,2,2,4,,2,1,4,5,4,4,3,1,2,7,3,3,4,3,6,4,4,6,3,7,7,3,10,14,8,5,8,11,20,14,13,13,14,9,24,19,17,18,13,27,18,19,23,25,16,25,27,39,25,27,31,36,29,32,38,28,38,33,29,23,32,27,17,13,13,18,22,14,15,6,7,9,7,4,2,,1,2,,,,1,,,,,,,1157
8402,1,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,1,,1,,1,1,,,,,,1,1,1,2,1,1,1,1,,4,2,2,1,1,2,2,4,2,,3,3,1,3,,1,5,2,3,2,5,4,2,5,3,1,,4,1,5,7,3,7,2,,3,5,4,4,4,3,4,1,3,3,4,,,,,,,,,,,,,,,,,,,148
8403,2,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,3,,1,,,,,,,,1,,,,,1,,,1,1,,,,1,2,1,,,3,,2,2,2,,1,,1,1,,1,2,1,3,1,1,,,1,1,,,2,,,,,,,,,1,,,,,,,,,,,,,45
8404,2,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,2,1,1,,,1,,,1,,,2,1,2,,1,3,1,1,,2,2,3,,1,1,5,,2,3,3,4,4,4,3,6,5,5,1,3,1,4,3,4,2,3,3,3,2,4,4,5,,1,4,2,3,,2,3,1,1,1,,1,,,,,,,,,,,,,,,136
8405,2,1,,,,1,,,,,,,,,,,,,,1,,,,1,,,,1,,,,2,,,,1,,1,,1,,3,2,,1,2,,,,,1,1,1,,,,1,,2,4,2,2,2,2,1,3,1,4,2,5,5,7,1,4,1,2,1,4,6,3,5,5,6,3,5,5,4,9,4,2,6,2,1,1,3,3,2,1,,,,,,,,,,,,,,,,,,155
8406,3,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,1,,,2,1,1,,,1,,1,2,,1,3,1,,,,2,1,1,1,5,,2,2,1,2,2,3,1,1,,2,4,2,1,1,1,,2,4,5,1,4,5,2,4,1,3,2,11,3,2,6,3,,4,,4,3,3,2,1,,,,,,,,,,,,,,,,,,,,,130
8407,,,1,,,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,,,1,1,1,,1,,,,1,2,1,,2,,,2,4,3,1,,,1,1,2,1,3,,2,,,,2,2,3,,2,1,3,1,3,3,2,3,7,2,4,3,1,7,2,5,3,6,2,6,1,2,,3,1,,1,,,,,1,,,,,,,,,,,,,,,,117
8408,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,2,1,1,1,2,1,2,2,,,,,,1,,1,1,1,1,3,,,1,2,,3,2,,,,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,35
8409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,1,,1,,,,,,,,1,2,,1,,1,,3,1,,2,2,1,1,1,,2,1,,,2,2,2,,,,2,4,4,,6,,1,2,2,,5,3,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,64
8410,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,1,,1,1,,,1,,,,,1,,,2,,,,,1,1,,,,2,1,1,,1,2,1,2,,,1,,1,1,4,1,2,2,2,1,2,2,2,1,1,4,,2,1,,2,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,60
8411,4,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,1,1,,,,1,1,,,1,,,,1,,1,1,1,,1,,1,1,,,1,,1,,2,,3,3,1,3,,1,1,2,2,2,1,3,1,2,2,3,2,3,1,3,2,1,5,1,2,2,1,4,,,,1,,,,1,,,,,,,,,,,,,,,83
8412,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,1,,,1,1,,,2,,2,,,,1,1,2,1,,1,1,2,1,3,,,1,1,2,1,3,2,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,38
8413,2,,,,,,,,,,,,,,,,,,,,,1,2,,,1,,,,,,,,,1,,,,1,1,,,1,1,,,1,,,1,2,1,2,3,1,1,4,,,1,2,,2,,1,4,2,2,,1,4,2,2,2,3,2,1,4,2,3,6,3,3,2,4,2,3,4,5,,2,,1,5,1,3,1,2,,,1,,,,,,,,,,,,,,,115
8414,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,,1,1,,,1,,,1,2,2,1,,,,,1,3,1,2,2,,1,1,1,2,3,3,2,2,4,3,1,5,2,2,6,2,3,1,3,5,5,3,2,4,4,2,4,3,2,5,2,2,,3,2,,,,,1,,,,,,,,,,,,,121
8415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,1,1,1,,1,,1,,,3,,2,1,1,1,2,3,2,1,1,3,,3,,1,2,1,1,2,1,1,1,4,,,,3,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,55
8416,9,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,2,,1,,1,,1,1,1,3,1,2,,1,3,1,2,3,4,1,1,3,2,3,2,6,7,4,1,3,3,9,4,,12,5,6,5,4,12,5,17,13,5,9,9,13,3,5,9,17,8,17,13,9,11,13,8,10,9,11,8,6,7,4,4,5,6,4,3,2,,,1,,,,,,,,,,,,,,396
8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,2,,,,,1,,,,,,,1,,,1,,,1,1,,2,1,1,1,,,,1,,1,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,21
8418,1,1,1,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,,1,2,1,,1,2,1,1,,1,,,,1,2,3,2,2,,2,2,3,,2,2,2,,2,1,2,1,3,4,2,3,2,,,1,,6,3,4,2,2,1,5,3,3,,3,2,1,1,,,3,2,1,2,,,,,,,,,,,,,,,,,,106
8419,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,1,,,,,,1,,1,,,,,,,,1,,2,,1,,,1,1,2,,,1,1,,1,,2,1,1,1,2,2,1,5,2,,,3,3,3,1,1,2,4,2,3,,,4,,1,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,66
8420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,2,,1,1,,,,1,1,1,,3,2,,2,,1,2,1,2,,1,1,,2,2,1,1,,,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,36
8421,3,1,,,,,,,,,,,2,1,,,,,1,1,,1,2,1,1,,1,1,,,,1,,1,,,,,,,1,,,1,,,,2,1,4,,,,,1,,,1,1,,1,,2,1,4,,,3,1,1,5,2,2,1,2,4,2,2,2,6,1,,1,3,3,5,3,2,7,1,3,1,2,3,2,1,,,1,1,,,,,,,,,,,,,,,,111
9101,30,,1,1,1,,2,1,1,1,,1,1,1,1,2,1,1,3,,1,1,3,5,2,3,1,2,2,4,,2,2,1,3,2,7,8,5,1,2,8,8,7,7,6,10,3,9,12,10,11,7,16,15,9,17,17,15,24,17,23,19,29,24,20,22,19,27,37,29,23,45,28,42,36,40,33,38,34,45,42,45,42,48,36,51,42,26,31,44,38,30,10,20,24,12,7,9,10,1,1,,,,,,,,,,,,,,1516
9102,4,1,,1,,,,1,,,,1,,,1,,,,,1,,,,,1,,,1,,,,,2,,,,1,1,1,,,1,2,2,1,,,,2,,1,1,3,3,2,2,1,,2,3,1,2,1,2,3,5,3,4,2,1,4,4,4,5,3,3,2,4,3,2,1,6,5,9,5,7,4,7,,4,7,3,3,1,1,2,3,1,,,1,,,,,,,,,,,,,,,171
9103,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,1,,2,1,1,3,1,,3,,,,1,2,1,1,1,2,2,,3,2,2,1,2,2,2,3,1,2,1,3,3,5,7,4,,5,4,4,5,10,4,1,2,3,2,2,3,2,5,2,4,,3,1,1,1,,1,2,,,,,,,,,,,,,,,,136
9104,2,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,1,,,,2,,1,,,2,2,1,2,1,1,4,1,,1,1,,,3,1,,3,2,,1,,,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,46
9105,3,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,1,1,,,,1,1,2,,,,,1,1,1,2,,,1,1,2,2,2,3,5,1,3,2,2,1,,4,2,2,5,4,3,3,4,9,6,3,3,4,5,4,3,5,3,5,8,3,7,5,5,2,5,4,3,5,2,2,3,3,1,2,,1,,,,,,,,1,,,,,,,,,181
9106,3,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,,2,1,,1,,4,1,1,1,,,1,1,2,1,3,2,,3,,1,3,,1,2,1,2,3,1,2,3,2,4,1,2,3,5,4,4,2,,3,,,2,,,2,,,,,,,,,,,,1,,,,,,,87
9107,1,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,1,,,,,,,,,1,,,,,3,,1,1,,,,2,,1,,3,1,,1,,2,,4,1,,4,2,3,2,3,2,2,2,4,4,5,3,5,4,2,3,5,7,3,3,2,3,3,5,2,3,4,1,,2,2,1,1,,1,,,,1,,,,,,,,,,,,125
9108,5,,,,,,,,1,,,,,,,1,,,1,,,2,1,,,,,,,,1,1,,1,,1,,,,1,2,,1,,,,,2,2,1,3,4,2,2,,3,2,2,2,3,5,2,1,2,3,2,3,2,,10,4,4,3,11,6,5,6,6,10,7,6,11,6,6,14,7,4,3,5,5,4,2,4,,2,2,,1,2,2,,,1,,,,,,,,,,,,,226
9109,2,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,1,,,,1,1,2,1,,,1,1,1,1,,1,,1,,,2,2,1,2,1,4,1,1,1,2,3,1,3,1,,4,3,5,5,8,,5,6,3,2,8,3,4,9,4,5,8,5,3,2,5,6,5,5,5,4,2,3,4,2,,,1,,,,,,,,,,,,,,,,,176
9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,1,,,1,1,,,2,,1,2,1,2,1,,,2,,1,1,2,1,1,1,1,2,2,,,3,1,1,1,1,2,,1,3,3,,1,3,,,,,,1,,1,,,,,,,,,,,,,,,51
9111,4,,,,,,,1,,1,,,,,1,,,,,,,2,,1,1,,,,,1,,,1,,,1,1,,,,,3,,2,2,,5,1,,3,1,3,2,1,,2,4,4,1,2,1,6,1,5,1,2,9,6,6,2,6,5,6,6,10,3,9,7,4,8,7,8,11,8,5,5,12,7,3,10,6,4,3,5,3,4,4,3,1,1,1,,,,,,,,,,,,,,,265
9112,6,,,,,,,,,,,,,,,,,1,,1,,,1,1,,1,1,,1,1,,,1,1,,3,1,1,1,,1,1,1,1,2,2,7,1,3,5,5,2,1,4,5,5,9,3,2,2,4,2,4,5,4,4,5,7,7,12,2,8,8,8,12,11,4,12,18,13,12,10,12,10,5,7,6,7,7,6,9,7,4,6,7,1,,2,2,,,1,,,,,,,,,,,,,,355
9113,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,,,,,1,,1,2,,1,1,2,,1,,,1,1,1,1,2,3,2,1,4,1,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,36
9114,1,2,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,1,1,,1,,,2,,,,3,,3,1,1,,5,,,2,,3,,2,2,,,6,1,1,1,3,2,,2,3,1,7,4,3,8,4,2,3,8,2,4,5,6,7,4,13,7,6,2,4,1,2,5,3,,2,3,5,3,,2,,,1,,,,,,,,,,,,,,180
9115,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,2,,,,,,,,1,,1,1,1,1,1,1,1,,,2,2,1,1,3,,2,1,2,1,1,2,2,2,2,2,2,1,2,2,,7,1,3,5,4,2,4,4,,4,4,5,3,1,4,3,2,7,4,3,3,2,1,1,,,,,1,,,,,,,,,,,,,,,125
9116,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,,,,,1,,2,,,,,2,1,1,2,,,1,1,3,2,,1,1,3,1,2,3,5,4,5,3,1,,4,4,,3,2,5,5,2,5,,2,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,92
9117,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,1,,,,,,,,,1,,2,,2,,3,2,,1,,2,1,5,,,1,2,2,1,,,2,1,,4,2,4,1,1,,5,4,4,3,4,,4,3,1,4,3,7,4,1,2,6,2,3,3,5,4,6,1,3,3,2,,1,3,,,,1,,,,,,,,,,,,,,137
9118,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,2,,,1,,,1,,1,1,,1,1,1,1,,1,2,1,,1,,3,,3,3,2,1,1,2,4,4,1,3,,2,3,3,1,1,5,1,4,1,3,2,2,4,1,,3,1,,2,1,,,,,,,,,,,,,,,,,85
9119,3,,,,,1,,,,1,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,4,,1,,,1,1,4,,1,,3,1,,2,1,,1,,,3,1,3,,1,3,4,4,1,1,3,2,3,3,4,2,3,3,4,6,6,2,8,3,3,5,5,6,5,4,2,7,2,4,2,,1,2,1,,2,,,,,,,,,,,,,,,,,153
9120,7,,,,1,,,,,,,1,,,,,,,,1,,1,,2,1,,,,,1,,,,,1,2,1,,2,1,3,1,2,4,2,3,1,2,1,4,2,1,4,4,,1,4,2,3,4,3,2,6,3,3,4,6,8,6,7,4,7,3,5,10,10,7,3,6,8,8,7,15,7,9,8,14,4,14,8,8,5,4,6,6,3,2,6,2,1,1,,1,2,,,,1,,,,,,,,323
9121,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,2,,,1,,,,1,,1,,1,,2,,1,2,1,1,,1,1,1,1,,1,,2,,,,2,1,1,,,1,,1,2,1,1,3,,1,4,,,,2,5,3,2,4,,3,2,4,3,2,1,3,1,,1,1,1,,,1,,,,,,,,,,,,,,,80
9201,2,,1,,,,,1,,,,,,,,,1,1,,,1,1,1,,,1,,1,1,2,,,,2,3,3,,1,1,,2,1,2,,2,,1,3,3,3,5,2,4,1,7,5,1,3,4,2,3,6,4,8,4,3,6,6,7,4,4,4,6,11,6,13,10,10,12,9,12,10,9,7,10,8,12,13,8,10,3,4,5,4,1,3,2,2,2,1,2,2,,,,,,,,,,,,,,341
9202,1,,,,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,1,,1,,,,,,,1,,1,1,,1,1,2,2,1,3,2,3,1,,1,,4,,2,2,2,,2,2,1,3,1,2,3,2,2,4,1,2,4,3,6,1,5,3,7,2,2,2,7,3,1,7,1,4,4,2,5,1,,4,,,,,,,1,,,,,,,,,,,,,,137
9203,5,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,1,1,,2,,1,,,,,,,,1,2,,1,,,2,1,,,,1,,,2,,1,,1,2,1,,,1,3,1,5,2,2,4,4,5,2,1,,4,2,5,2,7,5,6,4,2,3,7,5,2,5,2,2,2,4,,3,1,1,,,,,,1,,,,,,,,,,,133
9204,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,1,1,1,1,,,1,,2,1,1,1,1,,,1,,1,,1,,1,,4,2,,1,,1,3,1,2,2,1,,1,3,3,1,,1,1,1,,3,2,,1,,,1,,,1,1,,,,,,,,,,,,,,,,56
9205,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,,,1,,1,1,,,,1,1,,2,1,1,,1,,,1,1,,2,,,,2,,,,1,2,3,1,1,,3,,1,2,2,3,3,3,2,1,2,1,1,,3,2,,,,,,1,,1,,,,,,1,,,,,,,,,,,,63
9206,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,1,,,,,1,,,1,,2,,,,1,,,,,,,1,1,1,1,2,1,4,1,1,1,,1,,1,2,,1,,1,3,,5,3,1,2,3,2,,1,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,60
9207,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,1,1,1,,1,,,,4,,,,1,,,2,,2,1,4,1,2,2,,1,2,2,,1,,4,1,1,1,1,2,1,2,3,3,1,2,3,1,3,3,2,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,73
9208,2,,,,1,,,,,,,,,,,,2,,1,1,,,,,1,,,,,,,,,,1,,,1,,1,,,,,,1,,,,,,1,1,2,1,,1,1,3,1,1,,1,,2,4,3,3,,4,1,1,4,3,5,3,2,4,,4,3,4,5,2,2,5,2,2,4,1,,1,2,2,,,,,,,,,,,,,,,,,,,,,,103
9209,1,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,2,,,,2,,,,,1,,,,,,,,,,1,1,,,,,1,3,1,,,,1,1,,,2,3,4,2,1,3,1,1,2,,1,,2,,1,3,,3,1,,4,3,,1,1,1,4,5,1,1,,3,2,,,1,,,,,,1,,,,,,,,,,,,76
9210,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,,1,,,,2,1,,,,1,,1,1,1,2,,2,,1,,,2,1,5,1,2,3,2,2,4,2,2,1,,1,2,4,2,4,3,4,2,6,5,8,5,1,5,7,2,3,6,4,10,5,13,6,3,5,2,3,5,9,2,5,2,1,2,1,1,,,2,,,,,,,,,,,,,,195
9211,4,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,2,1,1,,,1,,,,1,1,,1,2,1,1,1,1,,,3,4,2,1,,2,5,1,2,,3,4,6,,5,2,9,2,4,7,6,3,6,5,4,6,8,4,8,12,11,5,4,7,6,8,2,4,6,1,3,2,3,2,4,,3,,,1,2,,,,,,,,,,,,,219
10101,40,3,1,2,1,1,1,,1,,,,,1,1,1,,2,1,4,5,2,5,3,2,1,4,4,1,3,7,1,9,4,3,1,4,4,2,10,4,5,9,9,2,6,8,12,8,3,12,8,11,12,6,14,14,22,22,7,17,13,17,26,22,21,23,20,16,24,19,21,27,22,29,23,17,26,26,21,21,31,29,29,29,23,29,27,15,15,20,19,14,19,20,14,11,4,3,5,3,5,,1,1,,,,1,,,,,,,1147
