Comuna,muertes.men1,muertes.1,muertes.2,muertes.3,muertes.4,muertes.5,muertes.6,muertes.7,muertes.8,muertes.9,muertes.10,muertes.11,muertes.12,muertes.13,muertes.14,muertes.15,muertes.16,muertes.17,muertes.18,muertes.19,muertes.20,muertes.21,muertes.22,muertes.23,muertes.24,muertes.25,muertes.26,muertes.27,muertes.28,muertes.29,muertes.30,muertes.31,muertes.32,muertes.33,muertes.34,muertes.35,muertes.36,muertes.37,muertes.38,muertes.39,muertes.40,muertes.41,muertes.42,muertes.43,muertes.44,muertes.45,muertes.46,muertes.47,muertes.48,muertes.49,muertes.50,muertes.51,muertes.52,muertes.53,muertes.54,muertes.55,muertes.56,muertes.57,muertes.58,muertes.59,muertes.60,muertes.61,muertes.62,muertes.63,muertes.64,muertes.65,muertes.66,muertes.67,muertes.68,muertes.69,muertes.70,muertes.71,muertes.72,muertes.73,muertes.74,muertes.75,muertes.76,muertes.77,muertes.78,muertes.79,muertes.80,muertes.81,muertes.82,muertes.83,muertes.84,muertes.85,muertes.86,muertes.87,muertes.88,muertes.89,muertes.90,muertes.91,muertes.92,muertes.93,muertes.94,muertes.95,muertes.96,muertes.97,muertes.98,muertes.99,muertes.100,muertes.101,muertes.102,muertes.103,muertes.104,muertes.105,muertes.106,muertes.107,muertes.108,muertes.109,muertes.Total 
9114,2,,1,,,,,2,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,1,2,1,,,,1,,1,2,1,1,,,4,1,2,1,3,4,2,1,,1,,3,,1,2,4,4,3,5,2,3,2,3,5,7,2,6,4,2,11,9,4,8,4,11,7,6,3,6,4,5,3,2,3,2,2,2,2,2,1,,1,,,,,,1,,,,194
9115,3,,,,,,,,,,,,,,1,,,,,1,,,,1,,2,1,,1,,,,,2,1,,,,3,,,,1,1,1,,2,2,,1,2,1,,1,2,,1,2,,,,,3,1,,1,1,3,1,,1,,3,4,2,1,4,1,4,4,3,3,7,4,6,3,4,4,2,2,3,3,2,3,1,3,,,,,1,,,,,1,,,,,122
9116,1,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,1,1,,1,2,,,1,1,,1,,1,,1,,4,1,,1,2,2,2,1,1,1,2,1,2,,2,2,1,2,1,1,2,1,1,,5,4,3,3,3,3,4,2,4,4,1,2,2,2,4,4,2,2,1,2,,1,1,,,,,,1,,,,,,,108
9117,4,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,1,,1,,,,,,1,,1,,1,1,2,1,1,1,1,1,1,3,1,1,1,,,1,1,2,,1,,1,,2,1,2,,3,3,2,1,1,1,1,3,1,3,4,3,6,4,6,2,3,4,4,3,1,4,1,2,3,3,2,1,2,1,1,,,,,,,,,,,,117
9118,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,1,,,1,,1,,,1,,,,,,,1,,2,3,,,1,,1,1,2,1,,4,1,,1,4,4,1,2,3,2,2,4,1,1,,3,2,4,3,2,1,1,,,,2,2,2,,,1,,,,,,,,,,,,73
9119,2,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,1,,,,,2,2,2,,,1,,,,2,,,1,1,3,2,1,1,2,,,4,3,2,1,1,3,4,2,3,1,3,2,5,4,2,2,3,3,4,3,4,2,5,3,5,6,3,5,1,1,5,1,4,6,2,,1,,1,1,,,,,,1,1,,,,,,,139
9120,6,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,1,1,2,1,,3,1,2,1,2,2,1,3,2,,1,2,2,2,,3,1,2,1,1,3,1,3,6,1,2,,2,3,4,1,8,5,2,,9,9,5,4,8,4,4,7,9,7,11,7,10,5,6,11,9,6,5,3,2,4,8,5,6,4,2,1,1,1,,2,1,,1,1,,,,,,,266
9121,5,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,,,,1,1,1,,,,,,1,2,2,2,,1,,,,,2,1,4,,2,1,1,,,1,,3,1,,3,,,3,3,3,2,2,5,,,1,1,,1,,,1,,1,1,1,,,,,,,,,,,66
9201,5,,,,,,,1,,,,,,1,,,,,,2,2,1,1,,,1,1,,,1,1,2,1,,,2,,1,1,1,,2,3,1,2,2,1,3,2,2,1,4,3,3,1,2,5,3,6,5,6,3,7,7,8,6,7,9,3,7,9,10,8,5,8,11,11,6,9,10,12,9,7,7,11,7,10,7,3,7,6,4,4,4,6,2,,2,4,1,,,,1,1,,,,,,341
9202,3,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,1,1,3,,1,,,,1,1,,1,,,1,1,2,1,3,3,3,1,4,1,3,1,5,1,2,3,1,,3,4,4,3,8,3,6,2,4,4,5,3,3,3,5,2,1,2,3,5,6,2,2,1,1,1,,,1,1,1,,,,,,,,,,,,140
9203,6,,,,,1,,,,,,,,,,,1,,,,,,,,3,,,1,,,,1,,1,,,,,,,,,1,1,,,,1,,,1,,1,,,1,,1,1,2,1,2,2,2,1,2,2,1,,3,1,5,3,4,,1,3,4,1,7,4,4,1,2,4,5,4,4,5,5,3,1,1,1,1,1,2,1,,,,,,,,,,,,,118
9204,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,1,,1,1,1,,,,,,,,,1,2,,1,1,3,1,1,2,1,1,,,,,,,1,,,,,2,6,2,2,1,,2,2,1,1,1,,,2,,1,1,,2,1,2,,,2,,,,1,1,,,,1,,,,,,,,,,,56
9205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,1,,,1,1,,,,1,1,1,,2,,,,,1,,,,1,2,1,1,2,2,,3,2,3,2,,3,,,1,2,1,2,,3,1,,1,,,,,,,,,,,,,,,,,49
9206,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,1,,,,1,,,,2,,1,,1,,1,,1,,,,,2,2,,,1,1,,,2,1,,1,,3,1,1,1,2,,3,3,2,1,1,1,6,,2,,,,,,2,1,,1,,,,,,,,,,,,,56
9207,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,1,1,1,,2,,1,,1,,1,,1,1,,,3,1,,,1,,2,2,1,2,1,,1,1,,1,3,2,,2,4,1,3,1,2,,1,1,2,5,2,2,2,,1,1,,1,2,,,,,,,,,,,,,,,,68
9208,2,,,,,,,,,,,,1,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,2,1,,4,2,1,2,2,3,,2,1,2,2,2,2,3,1,3,3,,,4,1,2,2,1,2,2,3,2,,2,2,3,3,3,3,2,1,,2,1,1,,,,,,,,,,,,,90
9209,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,1,,1,,,1,1,2,1,,1,,,1,,,1,,1,,,,,3,2,1,2,3,1,1,3,3,2,2,3,1,1,2,2,1,2,2,1,1,2,4,2,,5,3,2,2,,,1,1,1,2,,,1,,,,,,,,,,,,,,,80
9210,2,,,,,,,,,,,,1,,,,,2,,1,1,,1,,1,1,,,,,,,1,1,,,,,,1,,1,,,1,2,2,4,,,2,,,,1,3,2,2,1,3,4,3,3,1,1,3,4,1,1,3,7,6,7,4,3,6,2,6,6,7,4,3,7,5,6,4,6,6,5,7,,5,1,3,3,3,,,1,1,,,,,,,,,,,185
9211,4,,,,,,,,,,,,,,,,,1,,,1,1,,,2,,,,,,,,,1,1,1,1,,,4,1,,3,1,2,2,2,2,2,2,1,3,2,3,2,4,1,1,2,3,1,3,3,4,7,,4,5,5,6,7,3,4,6,6,6,6,3,10,13,6,7,9,12,7,7,3,2,5,3,4,4,6,3,3,2,2,,,1,,,,,,,,,,,244
10101,38,,1,1,,,2,,,,1,,,,,,,5,1,3,4,3,2,4,4,3,5,4,7,4,8,2,2,2,10,,3,6,9,6,4,6,7,14,9,9,14,6,7,18,14,11,12,11,17,9,10,19,13,14,12,13,13,16,23,21,22,19,17,20,17,19,21,18,26,26,28,32,23,25,20,35,19,25,17,22,20,20,19,14,18,15,8,14,5,6,3,4,2,2,1,2,,,,,,,,,1066
10102,3,,,,,,,1,1,1,,1,1,,1,,,1,1,2,1,2,,2,1,,1,,,,1,,,2,1,1,,,3,1,,2,,1,1,3,2,,2,,,1,2,3,1,1,,1,3,6,1,5,2,2,1,3,6,4,2,3,2,,7,3,4,6,6,2,5,9,3,10,9,4,2,3,5,5,3,5,4,6,2,2,1,1,2,1,,,,,,,,,,,,,199
10103,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,1,3,,,,,,2,,1,,,,,2,,,,1,1,1,,2,1,,1,1,,,2,1,,,,,,,,,,,,,,25
10104,3,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,1,2,,,1,,2,,,,,,1,2,,1,,2,3,1,,1,,1,,1,2,1,1,,1,1,1,,1,2,1,5,4,1,2,2,2,1,2,2,2,2,4,3,3,3,5,,3,,1,2,,1,1,2,,,,,,,,,1,,,,,,,,90
10105,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,,1,,,,2,,3,,,,2,1,1,,,3,,2,1,,2,,,,1,2,1,,3,,3,2,1,3,1,2,,4,2,1,1,,2,4,2,1,2,2,2,2,1,1,,,,1,1,,1,,,,,,,,,1,,,,74
10106,1,,,,,1,,,,,,,,,,,,,2,1,,,,,,,,1,,1,2,,1,,,,,,1,,1,,,,,,,1,2,2,2,,1,1,1,1,1,3,,2,1,1,1,2,2,2,3,,3,2,3,3,2,1,1,3,1,,1,4,3,3,1,2,2,3,3,3,2,3,,2,3,,1,,,,2,,,,,,,,,,,,98
10107,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,1,,1,2,,,,1,,,1,,,,,1,1,,,1,1,2,2,2,2,3,2,,1,4,3,,2,2,1,1,2,2,1,3,2,2,3,2,6,,4,3,1,,3,2,3,3,1,1,4,1,2,3,4,,2,1,2,1,,1,,,1,1,,,,,,,,,107
10108,5,,,,,,1,,1,,,,,,,,,1,,1,1,,2,,2,,,,,,,,1,1,2,1,1,,,3,,1,1,,1,1,,,,,1,,1,,,2,,1,1,2,2,2,1,1,,1,,2,1,,2,2,,5,2,3,2,2,3,4,3,4,2,8,5,1,2,4,3,3,1,1,1,1,2,1,,1,1,1,,,,,,1,,,,,116
10109,6,,,,,,,,,,,,1,,,2,,1,,,1,,2,,,1,,1,,1,,,1,,1,,,1,2,2,,1,1,,3,1,2,2,2,,1,3,3,5,3,,1,2,2,3,1,3,3,2,4,4,4,6,3,7,2,6,7,3,3,3,6,3,7,5,5,3,2,6,3,5,4,2,3,5,2,2,3,2,2,3,1,2,1,,1,,,,,,,,,,197
10201,9,,,1,,,,,,,1,1,,1,,,,1,,1,,,,,2,,,,,1,1,3,,,1,1,1,1,,1,2,1,2,1,3,2,1,4,4,1,2,2,1,5,3,3,1,3,2,,3,4,5,3,1,7,3,5,3,3,2,6,4,6,4,2,4,5,9,3,4,4,6,8,10,6,5,7,2,7,4,3,9,5,3,2,1,3,2,1,,,,,,,,,,,244
10202,2,,2,,1,,,,1,,,,,1,,2,,1,3,,1,3,2,,1,1,1,,1,2,,1,1,,,1,,1,,1,3,3,1,2,,1,2,3,1,2,2,,3,3,4,1,2,1,6,2,2,8,3,3,3,3,7,2,4,7,2,7,5,4,1,7,4,4,8,10,7,4,9,4,8,7,4,5,1,5,4,2,4,1,2,4,1,2,1,,1,1,,,,,,,,,243
10203,2,,,,,,,,,,,1,1,,,,1,,2,,1,,,,,,,,,1,,1,,,,1,,,1,,,,1,,,2,,,,,3,,1,,2,1,,,,1,3,1,1,2,2,,2,2,3,2,1,,1,5,,,1,1,2,4,4,2,5,3,2,3,2,4,5,1,2,2,2,1,3,,,,,,,,,,,,,,,,97
10204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,1,,1,,,1,,,,,,,,1,2,,1,,,1,1,,,2,,1,,2,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,22
10205,3,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,2,,,,,1,,3,1,1,,2,1,1,2,,,1,1,,1,1,,,,,1,1,2,,1,,2,1,2,,,2,2,,2,,3,1,4,1,2,1,3,2,2,3,1,4,1,3,2,1,,2,,,,1,,,,,,,,,,,,,77
10206,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,1,,,,,,1,,1,,,,,,,,,1,3,,,1,1,3,,,,1,3,2,1,1,1,,3,,1,1,1,1,1,1,,,,,,,,,,,,,,,35
10207,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,1,,,,1,,1,,,,1,1,,2,,,,,,1,,1,,,1,,,,1,,,1,,,,,1,,,,1,2,1,1,1,1,3,,2,1,,,,1,1,,1,,,,,,,,,1,,,,34
10208,1,1,,,,,,,,,,1,,,,,,2,,1,,,,,1,,2,,,,1,,1,,2,,,1,,1,2,,1,,3,,1,,3,,,2,1,,2,2,1,2,2,,3,2,1,,1,,1,1,2,2,2,,1,3,3,4,2,,3,1,2,2,,1,3,1,4,,1,1,2,1,,,,,,1,1,,,,,,,,,,,,89
10209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,,,1,1,,1,1,,,,,2,,,,,1,1,,1,,,,1,,1,1,2,,,,2,,2,2,,4,,3,2,1,2,3,1,5,2,,1,,1,1,1,1,,,,,,,,,,,,,,,,52
10210,2,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,3,,1,,1,,,,1,2,2,,,2,1,,1,2,1,1,,2,,2,1,,1,1,2,1,1,1,2,1,,3,8,2,,,1,,1,3,6,3,3,1,1,3,1,2,3,,,2,1,1,1,,,,,,,,,,,85
10301,24,,1,,,,,,,,,1,5,,1,2,1,,3,2,4,2,1,2,1,4,1,4,3,2,3,4,5,4,4,,3,7,6,4,6,5,5,4,6,6,12,8,7,15,7,17,7,6,13,14,13,11,9,13,20,20,10,14,10,12,24,24,17,22,19,32,22,29,21,23,20,26,18,34,37,27,28,29,21,30,26,25,14,29,24,20,9,9,15,9,3,7,5,1,,3,1,1,1,,,,,,1079
10302,1,,,1,1,,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,,1,,,,1,,,,1,1,,,1,,,1,,,1,,1,,1,,1,1,1,,,1,2,1,1,1,,,,2,,2,1,,,2,,1,3,,2,2,,,,,,,,1,2,,1,1,,1,,,,,,,,,,,,,47
10303,2,,,,,,,,,1,,1,,,,,,2,,,,1,1,1,,,,,,,,,,,,2,1,1,,,,,,,2,2,1,1,1,2,2,,,2,1,1,1,2,4,4,4,3,1,2,1,3,5,3,4,3,4,,4,4,4,2,5,8,4,1,6,2,5,9,5,6,7,4,3,4,4,2,2,3,1,2,1,,,1,,,,,,,,,,,171
10304,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,,1,,1,,,,1,,,,,2,,1,,1,,,,,1,1,,2,1,2,2,,1,1,3,1,3,4,,1,3,3,2,3,1,4,2,1,1,2,2,4,,2,3,1,4,1,,,,,,,,1,,,,,,,,76
10305,2,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,1,,,,1,,,,,,,3,,,,2,,1,2,2,,3,1,1,,2,,2,1,,3,1,3,2,1,1,2,3,,3,1,5,5,1,2,4,1,2,3,1,4,3,2,3,3,2,1,3,1,5,2,,1,3,1,,,,1,,,,,,,,,,,,107
10306,1,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,1,1,,,,,1,,,1,2,2,,1,,,1,1,1,,1,1,,1,1,1,2,,,1,1,,2,2,,1,1,,,,,1,2,1,,2,1,1,3,2,2,2,3,1,1,1,2,2,,2,1,1,1,,1,,1,,,,,,,,,,,,66
10307,1,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,,,,1,2,,,1,,1,1,1,1,,,,,,,,,,1,,2,,1,,3,2,1,1,2,1,1,1,4,1,2,,2,1,4,,1,2,2,2,,3,3,4,1,2,2,3,,,3,,1,,1,,,1,,,,,,,,,,76
10401,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,2,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,15
10402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,,,1,,,,,,,1,,,1,,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11
10403,,,,,,,,,,,1,,,,1,,,,,,,,,,,2,,,,,,1,1,,,1,,,,,,,1,1,,,,1,1,,,,,,,1,,,1,,,1,1,2,,,,,,2,,3,2,,2,2,1,1,,1,,,1,2,,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,38
10404,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,1,,,1,,1,1,,1,,,,,,1,,,1,2,1,2,1,1,1,,,1,1,,,1,,,1,,,,,,,1,,,,,,,,,,25
11101,10,,,1,2,1,,,,1,,,,,,,1,,,2,3,,1,1,,,2,,1,3,2,2,2,,,1,1,,2,1,,1,1,,2,4,1,1,1,1,1,1,8,2,2,5,,6,5,2,3,3,6,6,3,2,5,4,5,6,4,4,3,6,4,8,3,5,7,6,8,6,4,6,4,4,6,5,9,4,2,3,2,1,2,2,2,1,1,,1,1,,1,,,,,,,252
11102,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,7
11201,3,1,,,,,,,,,,,,,,1,1,1,2,,,,2,,,,,1,,,,2,,,,,,,1,,,1,,2,,2,1,2,,1,1,,,3,1,2,3,1,2,4,3,2,2,1,3,1,2,4,2,2,5,2,3,4,2,3,4,3,2,7,2,4,1,1,,2,1,2,2,3,1,,,,,,,,,,,,,,,,,,,,117
11202,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,2,1,,,,,,1,3,1,,,,,,,,,,1,,,,,,,,,2,1,1,1,1,,1,,,1,,,,1,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,24
11203,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,12
11301,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,2,1,,,,,,,,,1,,1,1,,1,1,1,,,,,,,,2,,,1,,,,,,,,,,,,,,,18
11302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11303,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11401,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,2,,1,,,,,1,1,,1,1,1,,1,,1,1,,,,1,2,,,2,,,1,4,,2,,1,,,1,,,,,,,,,,,,,,,,,,,,,32
11402,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,2,1,,,,2,,,,2,,,1,,1,,,2,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,18
12101,19,,,,1,1,,1,,,,,,2,1,2,4,1,1,,1,2,3,5,2,2,2,3,,1,1,,1,3,4,2,2,2,2,3,3,3,2,3,5,3,3,8,7,12,6,8,13,7,14,4,7,17,10,12,9,10,12,13,18,16,10,21,13,12,13,24,21,14,21,24,25,16,19,23,28,19,26,21,14,23,27,16,14,11,20,12,10,13,4,3,3,1,4,,1,,,,,,1,,,,826
12104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
12301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,3,,2,1,,,,1,,2,,,,2,,,1,2,,,,1,,,,3,,3,1,2,,,2,1,,,2,,1,2,,,,,,,,,,,,,,,,,36
12302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
12303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12401,2,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,1,1,1,,,2,,,,1,,1,,1,,3,,1,2,1,1,2,1,2,3,1,1,2,1,,3,5,2,4,2,4,2,2,3,2,1,2,1,7,3,2,4,5,4,3,6,3,3,4,3,3,6,3,1,3,3,3,,3,1,1,1,,,,,,,,,1,,,,143
12402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
13101,32,,1,,,1,,1,1,,,,1,1,,,1,1,1,3,1,2,6,3,6,4,2,4,3,4,2,4,3,3,1,6,6,4,4,1,8,12,12,5,6,4,11,9,9,5,11,13,8,9,14,12,12,11,18,14,13,17,12,16,26,22,20,27,29,21,30,28,29,24,36,39,34,43,46,39,40,42,34,46,45,36,37,38,28,45,33,21,23,25,25,18,14,12,7,2,7,6,1,,2,,,,1,,1455
13102,6,1,,,,,,1,,,,,3,,,1,,1,,1,1,,1,1,1,,1,2,2,1,1,1,2,3,3,,,1,2,,2,1,1,3,4,4,2,4,3,4,3,5,4,2,3,5,2,3,7,6,5,6,10,3,8,5,8,5,7,9,8,14,9,7,4,7,14,7,7,10,12,7,13,7,10,11,7,10,8,2,11,8,9,11,5,4,5,3,,1,,,,,,,,,,,402
13103,13,,,,,1,1,2,,1,,,1,1,,,2,2,,4,3,,2,2,,1,3,1,2,3,2,1,4,3,6,1,2,5,4,,11,6,4,10,4,12,6,6,6,7,7,6,8,7,3,5,5,8,11,9,10,15,14,12,18,17,17,13,28,19,16,16,20,11,18,12,23,17,19,17,25,23,18,16,12,20,14,11,14,13,10,6,7,7,4,4,2,3,1,1,,,,,,,1,,,,758
13104,16,3,2,2,,,1,,,,,,,1,2,1,1,1,,,1,3,2,2,,1,3,1,6,1,2,,5,1,5,3,5,3,5,1,3,5,5,2,1,3,5,11,9,6,9,6,2,12,10,7,10,8,8,9,5,15,10,16,24,16,18,15,16,12,15,12,23,29,25,29,35,36,31,30,27,24,25,33,28,22,23,25,18,12,10,11,14,11,6,10,1,1,2,2,,1,,1,,,,,,,930
13105,29,,1,,2,1,,1,,,1,,,,2,1,4,1,1,2,2,3,4,1,4,1,1,4,1,3,1,2,6,5,5,,5,7,4,3,3,9,1,6,2,3,10,10,8,6,10,12,8,5,10,11,7,12,26,8,12,11,17,16,15,22,20,18,17,14,22,18,29,25,21,16,20,24,27,23,23,22,17,36,27,20,18,16,15,11,20,15,9,10,6,2,4,6,4,1,,1,,,,,,,,,945
13106,11,1,,,,1,,,,,,,,,,,,4,1,2,2,,,4,,2,2,1,,3,4,3,2,1,4,1,2,1,4,1,1,,5,5,4,4,7,5,4,11,11,4,7,5,6,8,8,6,12,10,15,10,11,16,20,21,12,11,23,19,19,13,22,19,22,24,40,19,17,34,36,26,23,16,32,18,23,22,21,18,21,12,19,10,6,8,3,7,1,1,1,1,1,1,,,,,,,894
13107,11,,2,1,,2,1,2,,,,,1,,,,1,,1,,1,1,1,,1,2,2,,,,2,2,2,,,3,1,1,,2,4,1,,3,1,4,,2,3,5,2,5,3,2,2,2,2,4,3,8,6,6,6,7,8,8,10,7,6,8,5,6,5,5,6,7,11,6,12,11,9,7,7,9,5,10,4,5,6,3,2,4,5,1,2,3,2,2,1,1,,,,,,,,,,,333
13108,17,,,1,,,1,,,2,,1,,,,,,2,1,,1,1,2,,1,1,,1,,1,1,1,3,1,2,3,2,2,,,2,2,2,3,3,7,1,3,3,1,6,5,4,5,3,2,6,8,8,11,9,13,13,14,9,14,9,16,13,10,21,19,27,17,22,15,30,18,25,31,36,30,34,30,33,30,30,33,19,28,15,16,16,22,24,8,11,9,4,5,5,,1,,,,,,,1,918
13109,8,,,1,,,,,,,,,,2,,,,,1,1,,1,,1,,,,,,1,2,,,,1,1,2,1,1,1,1,1,2,3,5,6,1,1,2,3,3,4,6,9,4,7,3,5,5,6,2,2,7,11,6,6,6,5,9,9,8,12,3,14,8,17,7,10,21,22,23,24,20,27,27,17,17,16,16,16,14,21,10,13,12,8,5,2,3,2,1,,,,1,,,,,,582
13110,32,3,3,,2,,2,,,,,,,1,,3,2,3,2,1,5,4,5,3,6,6,3,3,5,9,1,7,1,6,9,6,6,9,10,2,7,13,15,8,11,9,8,5,8,17,9,4,14,25,13,10,23,18,22,19,30,24,33,25,23,35,36,24,29,35,34,36,30,30,31,33,40,29,43,48,54,36,32,43,30,42,37,33,26,31,22,34,21,22,12,7,12,5,5,6,5,3,1,,1,1,1,,,,1588
13111,21,1,1,1,,,,,,1,1,,,1,3,,1,1,1,,1,1,1,4,1,3,6,4,1,4,3,3,4,,2,2,4,3,2,5,2,2,5,5,7,6,6,3,3,9,4,8,6,7,5,8,4,8,11,12,7,15,13,8,7,15,12,13,17,13,17,13,9,17,22,8,18,20,23,27,29,16,13,13,15,11,17,6,16,10,10,9,8,2,4,2,3,1,2,1,,1,,,,,,,,,691
13112,22,1,,1,,,,,,,,1,1,1,1,1,2,1,3,1,8,4,2,4,6,3,7,,5,1,,8,4,5,3,5,5,4,6,3,4,5,7,4,2,7,20,6,7,7,5,10,10,12,7,9,6,20,19,9,14,10,15,20,13,24,15,21,11,16,14,18,13,14,17,15,15,15,25,21,23,11,18,10,10,5,11,9,3,8,8,14,7,7,4,1,2,1,2,,1,,,1,,,,,,,777
13113,7,4,1,,,,1,1,,1,,,,,,,,,1,1,,1,1,1,2,2,,2,1,2,1,1,1,1,3,1,,2,1,1,,4,,1,2,3,3,1,2,3,1,2,2,5,4,7,6,4,5,7,6,7,7,7,11,4,7,2,6,12,7,15,10,12,8,10,17,19,14,13,19,15,12,13,10,21,16,13,16,13,13,20,15,14,12,9,8,6,4,4,3,3,,,,1,1,,,,558
